Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	mzML/FUS-Neurite-NT_1	mzML/FUS-Neurite-NT_2	mzML/FUS-Neurite-NT_3	mzML/FUS-Neurite-NT_4	mzML/FUS-Neurite-NT_5	mzML/FUS-Neurite-NT_6	mzML/FUS-Soma-NT_1	mzML/FUS-Soma-NT_2	mzML/FUS-Soma-NT_3	mzML/FUS-Soma-NT_4	mzML/FUS-Soma-NT_6	mzML/FUS-Neurite-KD_1	mzML/FUS-Neurite-KD_2	mzML/FUS-Neurite-KD_3	mzML/FUS-Neurite-KD_4	mzML/FUS-Neurite-KD_5	mzML/FUS-Neurite-KD_6	mzML/FUS-Soma-KD_1	mzML/FUS-Soma-KD_2	mzML/FUS-Soma-KD_3	mzML/FUS-Soma-KD_4	mzML/FUS-Soma-KD_5	mzML/FUS-Soma-KD_6	mzML/FUS-Soma-NT_5	mzML/HNRNPA1-Neurite-NT_1	mzML/HNRNPA1-Neurite-NT_2	mzML/HNRNPA1-Neurite-NT_3	mzML/HNRNPA1-Neurite-NT_4	mzML/HNRNPA1-Neurite-NT_5	mzML/HNRNPA1-Neurite-NT_6	mzML/HNRNPA1-Soma-NT_1	mzML/HNRNPA1-Soma-NT_2	mzML/HNRNPA1-Soma-NT_3	mzML/HNRNPA1-Soma-NT_4	mzML/HNRNPA1-Soma-NT_5	mzML/HNRNPA1-Soma-NT_6	mzML/HNRNPA1-Neurite-KD_1	mzML/HNRNPA1-Neurite-KD_2	mzML/HNRNPA1-Neurite-KD_3	mzML/HNRNPA1-Neurite-KD_4	mzML/HNRNPA1-Neurite-KD_5	mzML/HNRNPA1-Neurite-KD_6	mzML/HNRNPA1-Soma-KD_1	mzML/HNRNPA1-Soma-KD_2	mzML/HNRNPA1-Soma-KD_3	mzML/HNRNPA1-Soma-KD_4	mzML/HNRNPA1-Soma-KD_5	mzML/HNRNPA1-Soma-KD_6	mzML/TDP43-Neurite-NT_1	mzML/TDP43-Neurite-NT_2	mzML/TDP43-Neurite-NT_3	mzML/TDP43-Neurite-NT_4	mzML/TDP43-Neurite-NT_5	mzML/TDP43-Neurite-NT_6	mzML/TDP43-Soma-NT_1	mzML/TDP43-Soma-NT_2	mzML/TDP43-Soma-NT_3	mzML/TDP43-Soma-NT_4	mzML/TDP43-Soma-NT_5	mzML/TDP43-Soma-NT_6	mzML/TDP43-Neurite-KD_1	mzML/TDP43-Neurite-KD_2	mzML/TDP43-Neurite-KD_3	mzML/TDP43-Neurite-KD_4	mzML/TDP43-Neurite-KD_5	mzML/TDP43-Neurite-KD_6	mzML/TDP43-Soma-KD_1	mzML/TDP43-Soma-KD_2	mzML/TDP43-Soma-KD_3	mzML/TDP43-Soma-KD_4	mzML/TDP43-Soma-KD_5	mzML/TDP43-Soma-KD_6
Q9Y570	Q9Y570	PPME1_HUMAN	PPME1	Protein phosphatase methylesterase 1	3348990	3351470	3265900	3327410	3378110	3505970	3334540	3302730	2988480	2870800	3203230	3372590	3215600	3094210	3164680	3219300	3259400	2901260	3150210	2964330	3339460	2149620	3215630	3150290	3497400	3271880	3292230	3845370	3432560	3416460	3329900	3058790	3504590	3159720	3144310	3275200	3695000	3688800	3650850	3587960	3357570	3715110	3258460	3040520	3561990	3355560	3097630	3293630	3266260	3418800	3459580	3680700	3628640	3551200	3496110	3260430	3855760	3534580	3869520	1803660	3600440	3648240	3464280	3613540	3927300	3955610	3339660	3504470	3236020	2951430	3210120	2002850
Q9Y580	Q9Y580	RBM7_HUMAN	RBM7	RNA-binding protein 7							310803	310575	368426	297490	253239			11411.8				384011	285714	323914	447122	64591.5	333018	359790							200895	321930	418064	297556	414015	319339							273254	283106	279589	271596	337662	283631			37222.4				277215	358779	253797	305568	464989								268264	248166	270544	278947	313068	
Q9Y584	Q9Y584	TIM22_HUMAN	TIMM22	Mitochondrial import inner membrane translocase subunit Tim22	1726380	1416090	1392770	1506630	1294320	1177550	1617150	1766940	1648330	1904390	1571510	1583630	1592450	1391020	1387630	1326830	1456490	1731040	1865100	1543620	1633440	1555150	1511470	1501970	1272760	1330060	1527350	1177390	1340900	1362630	1619840	1353270	1835450	1550670	1099820	1517820	1403140	1349590	1334300	1428380	1438240	1296700	1307090	1760130	1604430	1867020	1760290	1736750	1302310	1367560	1265020	1362540	1246860	1125430	1645700	1088860	1670440	1407600	1653320	543996	1163120	1206020	1196840	1024230	1334300	1037480	1707190	1270220	1754710	1579630	1708500	475522
Q9Y587	Q9Y587	AP4S1_HUMAN	AP4S1	AP-4 complex subunit sigma-1	117067	170749	95148.2	100869	120079	125795	120367	87735.6	43168.7	105267	114263	114853	99515.8	135630	90696.8	140378	114258	106074	137079	73008.3	47832.8		114947	143630	146361	128216	171536	124847	130632	181009	127943	101802	125196	82693.6	107567	107263	157762	137044	101499	135177	82595.8	119288	85390.2	96067.6	108473	69456.9	75886	172078	162921	157216	133441	166285	187054	115182	171819	104874	125378	159616			184808	174897	177064	210757	206500	193263	166453	117258	93751.1	92370.7	103073	
Q9Y5A7	Q9Y5A7	NUB1_HUMAN	NUB1	NEDD8 ultimate buster 1	125549	140156	204559			98540.8		249568	218982	263009	120819			143262					194831	174645	132007		110179								138106			145662	188533			238441				99146	117950		141887		133298	166627			110790					104756	170800	112516	95334.3								94763.8	115392	145650	105897	112239	
Q9Y5A9	Q9Y5A9	YTHD2_HUMAN	YTHDF2	YTH domain-containing family protein 2		422254			710777		1636150	1386550	1568860	1043090	1784230	258279	871032		147812			1420630	1580640	1634010	1571750	1832890	1413720	1457710	416866	791010	559177	199755	672920	310072	1691160	1672140	1504060	1608520	1658940	1588800	999296	154857	317286	335500	696511	806919	1561730	1546390	1577320	1680330	1514770	1764810	354037						1546840	1599720	1824920	1703930	1895280	1622700				260871			1651220	1682860	1693920	1554120	1438910	1341340
Q9Y5B0	Q9Y5B0	CTDP1_HUMAN	CTDP1	RNA polymerase II subunit A C-terminal domain phosphatase	137544	188675	205365	132298	82173.8	110842	556260	624526	572467	661132	580818	155103		134770		147711	143718	540607	624288	552766	593663	404019	605448	526876	102746		182804	211195	281365	204427	528956	539128	552718	597420	517275	595852	364336	294489	348439	349212	279993	330967	619890	702577	693929	747968	617070	611405	179302	208782	265761	250486	203829	194553	693413	722142	834801	700202	699847		282617	256907	269703	208675	338430	238930	829198	852894	875180	839775	867768	
Q9Y5B6	Q9Y5B6	PAXB1_HUMAN	PAXBP1	PAX3- and PAX7-binding protein 1						111030	477979	488960	515890	429160	503678			177954	136623		311681	529810	674552	636507	574294	277039	606642	503802	79478.9					108488	355673	444441	402026	397062	372363	413920	192218	274601	289367	250377	212224	196642	466658	463315	516292	635277	434927	459116							448453	392941	605344	436836	541030				128237				643201	435331	440810	526276	636985	
Q9Y5B8	Q9Y5B8	NDK7_HUMAN	NME7	Nucleoside diphosphate kinase homolog 7	82655.1	83647.5	48055.5	100963	98069.4				47554.4				67931.8			55808.9	59712.1								122898		47276.5	75016.7	57490.2	104068					69177.3		125782	100431	74351.7	86977.8	86439	85633.8								72840.3	96191.3										95020.1					75866.4						
Q9Y5B9	Q9Y5B9	SP16H_HUMAN	SUPT16H	FACT complex subunit SPT16	1213280	1340600	1248970	764590	917910	770272	5860780	5758410	5540120	5626170	5968270	911084	795238	949906	897794	655077	955043	5674630	6148530	6119370	6064410	3071500	5832440	5379030	970118	920871	981487	1204240	1139630	973011	5235590	5613340	5663660	5832050	5623790	5541520	2046320	2330100	2061820	2352020	2032140	2217370	6092300	5999220	6104230	6317530	5625730	5667060	873057	952772	1108730	938140	913250	985440	6008070	4773990	5692840	5785200	5604650	1959380	1018540	1213980	991209	1140960	1487360	1177260	6612320	6688270	6653160	6268000	6518160	3604660
Q9Y5E4	Q9Y5E4	PCDB5_HUMAN	PCDHB5	Protocadherin beta-5	187567	198184	219647	171365	201423	189885	244189	202222	218981	324447	170338	122326	231429	148234	261417	191994	231757	280099	272818	243405	239539	462805	208630	175243	222598		123508	112865	112996	149762	288770	189935	167904	165264	129288		182515	71791.7	136879	130080	116527	126318	83386	140796	107358		123308																									
Q9Y5E7	Q9Y5E7	PCDB2_HUMAN	PCDHB2	Protocadherin beta-2	526533	521039	502086	582008	534448	473903	934309	772350	787520	800164	865794	499729	517761	425035	488784	427132	509911	837002	812433	799973	716787	741780	767537	685489	475041	339116	459013	436087	442268	434215	693583	728400	675848	719850	816790	615125	378434	283646	334037	495707	360255	414758	659621	798186	821133	936533	873502	770935	462219	515539	445528	491095	507356	444614	664919	643359	816486	761722	796564	862720	498680	479855	514093	518294	480838	538227	774380	748264	737362	722060	807154	884648
Q9Y5E8	Q9Y5E8	PCDBF_HUMAN	PCDHB15	Protocadherin beta-15	120398	142654		92819.8			95753.3	142197	200381	180320	107224			126760	124428	136033	76173.3	225895	195470	163258	188176		146695	100922			108641	152746	100847	96931.7	160342	101617		120097	146143			67219.5	64176.9	82019.8	60503.8	34357.6	156668	163632	95254.2	187044	93305.2	132806					120840															122350				
Q9Y5F7	Q9Y5F7	PCDGL_HUMAN	PCDHGC4	Protocadherin gamma-C4		47911.2	47350.7		21377.7		190555	168189	141710	122107	173127					118017		151044	127943	158106	105624		124368	102329				190626			128144	115073	104422	148304	101072	138916							133125	103572	144492	155303	116523	138715								235552	249879	224006	203958								187234			222977	224079	
Q9Y5F9	Q9Y5F9	PCDGI_HUMAN	PCDHGB6	Protocadherin gamma-B6	648722	659205	637970	684332	625567	599412	896939	857710	761406	787308	701228	613762	615185	608559	609058	645432	619643	736291	724665	704012	687359	567508	619285	686024	555037	635135	656516	559759	629038	635420	720882	661166	780807	708686	675962	757057	568076	432498	494080	557815	559465	485834	781184	729092	685187	680780	761916	725590	548466	562803	508659	556039	564470	513040	582232	658447	674191	655409	601016		690743	630674	616608	665794	585253	626159	718997	630178	697610	654576	774029	507489
Q9Y5H9	Q9Y5H9	PCDA2_HUMAN	PCDHA2	Protocadherin alpha-2		70993.3					83155.7						58220.2							77013.3			57986.4	71166.3	95366.4								80907.3	56731.3	129786												18676.6																									
Q9Y5I1	Q9Y5I1;Q9Y5I2	PCDAB_HUMAN	PCDHA11	Protocadherin alpha-11					16252.6		51537.4			133255										102378								105880		105961		116118								75978.2					196932																											
Q9Y5J1	Q9Y5J1	UTP18_HUMAN	UTP18	U3 small nucleolar RNA-associated protein 18 homolog							1805630	1511890	1463660	1610520	1460730							1511970	1619490	1787860	1648110	311299	1498640	1515480							1158530	1483350	1547260	1404500	1361070	1301460		186794		198263		253293	1763200	1904890	1850680	1773640	1832280	1484320							1208740	1012530	1295990	1422060	1165300								1394320	1245100	1363560	1553040	1547980	385368
Q9Y5J6	Q9Y5J6	T10B_HUMAN	TIMM10B	Mitochondrial import inner membrane translocase subunit Tim10 B														25324		50710.4						251461																	17076.9											101930		188690	65167.3	134305				141799		221000	171126			88894.4	83996.8				132950	169237		374966
Q9Y5J7	Q9Y5J7	TIM9_HUMAN	TIMM9	Mitochondrial import inner membrane translocase subunit Tim9		225112	239105	168621				340650	314592	203390	219102	148928		205364				272233	299212	140232		155882	157366		110109	133759	246819	218560	277801	273968	282738	202203	140957	243317	235249	225703	217788	183469	91061.7		238785	172198	183099	110304	235000	304733	280051	303880	227544	272363	214500	153655	237349	233126	260957	323820	298815	302251	267654	2459070	195471	184607	211526	199833	180961	225292	204759	245580	297252	289193	292122	1561620
Q9Y5K5	Q9Y5K5	UCHL5_HUMAN	UCHL5	Ubiquitin carboxyl-terminal hydrolase isozyme L5	3560750	3351870	3313280	3260980	2905340	3072050	3192770	3453440	3361800	3246230	3320390	3646330	3571410	3639830	3642520	3447920	3368280	3829440	4013450	3980950	4302010	6504680	3764290	2970130	3049570	3985340	2911980	3593780	3028030	2976490	3010270	3244390	3012100	3070040	3021830	3168060	3734870	3863520	3957080	3810540	3851340	3873310	3238350	3282470	3489070	3400490	3188170	2954500	3161210	3433250	3623700	3737310	3474160	3754180	3617920	3823970	3676470	3776790	3676860	4665650	3082180	3094190	3207220	3174250	3917720	3089070	3802090	3719510	3462290	3438720	3256260	5314180
Q9Y5K8	Q9Y5K8	VATD_HUMAN	ATP6V1D	V-type proton ATPase subunit D	3093130	3097230	3181320	3539550	3692030	3590360	2036330	2147770	1900080	2013270	1887960	3151150	3442360	3347090	3548030	3473960	3515830	2063290	2287330	2016380	1981150	1386740	1941720	2092850	2973860	3081400	2979170	2761150	2984760	2963560	2052560	1978430	1802590	1882200	2113140	2136740	2336920	2091210	2333270	2296300	2267710	2048760	1955230	1904640	1977500	1958640	1840550	2112090	3335740	3453960	3347820	3407380	3547490	3428770	2711720	2325080	2443160	2416780	2500710	1252580	3526030	3564830	3423470	3642570	3323470	3603060	2564740	2603780	2478640	2514180	2463640	888981
Q9Y5L0	Q9Y5L0	TNPO3_HUMAN	TNPO3	Transportin-3	1946990	2047860	2157290	2071110	2219520	2128920	1520740	1535950	1563350	1657880	1485700	2032500	2069710	2336260	2365530	2431690	2150680	1392940	1511970	1501600	1672260	1330410	1387570	1156590	1810000	1691960	1953870	2326790	2325360	2327540	1321890	1436140	1720220	1308070	1323090	1795510	2285140	2633340	2262070	2204980	2242420	2296410	1630230	1545140	1636670	1630810	1469460	1379860	2342390	2729390	2670790	2606230	2481040	2555790	1470000	2005040	1360980	1709810	1416450	710814	2255790	2204650	2303160	2068040	2243520	2239980	1387670	1675050	1383720	1321830	1424710	788933
Q9Y5L4	Q9Y5L4	TIM13_HUMAN	TIMM13	Mitochondrial import inner membrane translocase subunit Tim13	652671	739083	661634	655818	667824	628333	1671120	1353920	1234250	1557920	1717670	479986	605926	630636	616900	456291	448439	1545480	1515290	1485410	1590960	14386500	1507720	1407900	659810	849064	708660	716582	635688	589199	1661180	1657960	1394920	1621730	1559770	1326660	605711	623710	677694	572189	760775	516490	1390800	1361350	1116090	1254670	1301860	1389020	574293	636279	618635	629223	558441	467819	945199	2248070	1264420	1314320	1276650	7633770	410495	403020	417961	470263	468334	460982	1331370	1317780	1757790	1610780	1422510	6484930
Q9Y5M8	Q9Y5M8	SRPRB_HUMAN	SRPRB	Signal recognition particle receptor subunit beta	1312900	1300450	1396320	1419060	1402280	1287140	1696420	1836930	1755700	1842980	2159460	1307290	1238280	1471000	1221910	1245400	1534460	1732990	2036480	2058040	1616700	1565570	1591330	1677930	1356710	1091280	1257380	1372150	1373320	1240440	1858520	1969920	1965530	1874030	1802230	1903780	1645570	1578480	1617690	1580890	1813130	1499990	2107310	1851040	1970130	1882660	1903380	1808970	1231000	1297560	1265330	1208610	1297450	1329820	2056340	2048550	1981690	2085480	1969200	847609	1246150	1306590	1265490	1223490	1591860	1377450	2183040	2248110	2231100	2623070	2165590	1320800
Q9Y5N5	Q9Y5N5	N6MT1_HUMAN	N6AMT1	Methyltransferase N6AMT1	519177	607379	416276	411116	249215	778846	672910	359766	385547	573294	411552	342596	298704	309728	439603	316684	309158	398322	376891	323508	395502		563469	347814	142218	197112	1008130	427399	301433	586598	576409	527404	295743	132333	536264	166884	292935	358585	352072	145362	337974		453110	414019	483746	147937	478323	172061	343542	354390	287262	407713	343779	294561		415747		331954			419753	341295	328627	408316	354956	336393						
Q9Y5P4	Q9Y5P4	CERT_HUMAN	CERT1	Ceramide transfer protein	256471	191173	228944	251200	260856	239644	189076	204839	193660	214299	186643	281982	274075	256321	306016	303158	255508	177798	217808	240093	210636		240746	166588	197355	103680	144159	225983	200797	161839	220331	236285	179540	154224	229541	154063	193954	227316	214754	243850	213174	166683	193358	240820	216506	282915	189670	171747	370787	293054	319455	243426	253715	320480	124578	334005	154283	306281	126037		149917	360548	407764	201825	318081	248228	295067	270591	91306.2	99982.4	190340	
Q9Y5P6	Q9Y5P6	GMPPB_HUMAN	GMPPB	Mannose-1-phosphate guanyltransferase beta	1497840	1577220	1626320	1427750	1571040	1424460	1003500	938892	1043250	964434	1064580	1469430	1397950	1434850	1544440	1349480	1599970	915811	942154	925943	983130	323476	1036790	947221	1498310	1259590	1391550	1558090	1650660	1453600	848378	903970	1084610	1058210	821123	986564	2022940	2190920	2177340	2271050	2066310	1907130	981740	1047880	1157520	1009930	1177850	1052810	1647470	1685530	1835320	1533230	1661670	1769320	1095890	831754	980989	926176	988487		1778810	1776710	1698130	1866950	1774070	1905440	1260590	947650	1094090	944522	1035360	
Q9Y5Q8	Q9Y5Q8	TF3C5_HUMAN	GTF3C5	General transcription factor 3C polypeptide 5	178829	176763	194721	124793	56651.1	72140.5	1970390	2017530	1991080	1949790	2022240	223843	75443.6	130424	136081	135504	112618	2022300	2034660	2119640	2083690	569586	2302040	2013200	190776	525468	180368	184108	217924	241557	1911000	1904680	2091530	1833560	1868250	1935560	365057	534241	381833	479871	371326	414053	2021740	2523960	2276710	2543120	2180380	1960970	184919	184285	265607	286107	244077	124415	1493220	1252470	1607040	1632820	1460160		440302	249383	211921	170360	369937	254881	1734170	1709010	1776840	1880990	1932910	
Q9Y5Q9	Q9Y5Q9	TF3C3_HUMAN	GTF3C3	General transcription factor 3C polypeptide 3	41993.6	64900.7					1069140	1090580	1076790	927742	1016070			45482.7		18581.4		1029090	1072440	1073100	1001960	234744	1053220	970637							894358	960028	977131	967563	973759	891934	151359	103589	295829	166438	102441	146323	1208980	1237520	1018510	1142680	1220290	1155420							712264	731839	760253	860780	750227								788773	900210	871795	840887	782477	
Q9Y5R8	Q9Y5R8	TPPC1_HUMAN	TRAPPC1	Trafficking protein particle complex subunit 1	1237740	1171830	1020680	1138580	1186250	1146510	947501	948395	801308	782419	863511	1117880	1157240	1219160	1300910	1203180	1197580	692680	937517	869908	871527	357460	871163	854337	1153800	1106340	1136800	1233070	1278810	1111110	779278	924509	875525	921792	822907	748679	1438330	1445550	1472570	1464500	1271890	1178540	1014540	1046850	980845	1016560	925245	928379	1285890	1178270	1294030	1234510	1152840	1351460	1023580	877652	851286	975938	968205		1153640	1328240	1277300	1130890	1339880	1169670	861577	834936	830389	731037	819068	
Q9Y5S2	Q9Y5S2	MRCKB_HUMAN	CDC42BPB	Serine/threonine-protein kinase MRCK beta	2324330	2328320	2221800	2211180	2233000	2225410	1605490	1701880	1610160	1669590	1754640	2301000	2255100	2237020	2174200	2199410	2253220	1757460	1691800	1597970	1665640	922947	1718470	1675870	2257600	2249800	2224260	2167020	2138810	2234020	1647550	1682750	1775030	1789630	1724160	1613830	2191460	2165150	2198960	2157170	2175950	2190670	1697930	1663310	1648300	1823390	1681720	1641870	1925140	1934020	2026120	2059130	2024110	1988160	1570990	1473310	1474970	1557430	1520250	1512770	1864640	1912960	1859400	1868060	1875930	1945660	1416070	1350600	1426170	1420080	1447370	729277
Q9Y5S9	Q9Y5S9	RBM8A_HUMAN	RBM8A	RNA-binding protein 8A	915687	1089320	991255	1041000	1211550	889482	2865170	3322060	2984050	2922250	3455540	860331	1029510	1135580	946474	1026620	1373070	3442440	4310830	3968090	3649140	9224410	2987880	2105640	1046370	1100840	939851	1129770	994532	1048870	2695700	2966940	2763100	2796700	2372660	2527080	1305070	1571420	1238150	1324200	1003900	1116440	2734630	2899730	3013160	2971890	2927790	2699940	762501	778299	839019	745404	857967	902723	3217890	5239310	2952950	4574810	3176770	10447100	818720	858782	802567	867200	1122150	871831	3443350	3773770	2861870	3430330	2641370	11925200
Q9Y5U2	Q9Y5U2	TSSC4_HUMAN	TSSC4	U5 small nuclear ribonucleoprotein TSSC4							720727	833373	827082	665622	680536							879621	752403	760171	840660	1923600	920593	823996	456705						908114	499924	759886	630618	779667	730292							791013	816047	821450	893480	697737	622219			189973				1083790	1161760	1185130	1179460	858613	4179580							1100370	1108840	1114580	903639	1054360	2139150
Q9Y5U9	Q9Y5U9	IR3IP_HUMAN	IER3IP1	Immediate early response 3-interacting protein 1	4003020	4876060	4584420	4408620	4260080	4421500	4168290	4453960	4929050	4938730	5129070	4882030	4458800	4081280	4092480	4397430	4705340	3631400	5567720	4322580	4310860	6291670	3510520	4192000	4525080		4137780	4129460	4013050	3983150	4590600	3923600	4704790	4865420	4779390	4943030	5225810	4617830	4814930	3979310	4303090	4654270	4588870	5097490	5032920	4593040	4025390	4858190	2561250	3121730	2589000	3003310	2596800	2332400	3562740	3781500	3602630	3139740	2912690	1005220	2870180	3317490	2576170	3034520	2595520	2498980	3746310	4906820	3758420	3706630	3020020	878499
Q9Y5V3	Q9Y5V3	MAGD1_HUMAN	MAGED1	Melanoma-associated antigen D1						93759.9		50901.2	61802.7	29069.6	73265.3							36125.6	39983	83009.5	30760.2		105105	57909				28748.7			66907.7	27520.5		79640.4	121607	45642.1	84366.2	75610.6	51922.9	164487	90977.9			101311	22287.2	43019.5	40099.4	45182.8	52791			52203.9			198365	275297	139790	215739	187737								141364	142678	115668	239307	207565	
Q9Y5W7	Q9Y5W7	SNX14_HUMAN	SNX14	Sorting nexin-14		34831				97812.7						101977	50648.2	80381.4	89868.3	101521	131953	164890										98858.6		52088		17435.6		85603.4			82654.8	94201.5	97525.7	84836.6	77881.8	90317.5							174571	138914	168644	169939	160514	172931							95244.4	169217		180019								
Q9Y5W9	Q9Y5W9	SNX11_HUMAN	SNX11	Sorting nexin-11		307247		238229		182325						287560	369577	296800	196418		269148			368140		501583			438850						180609	186455															327295		344054	429030	376059	364303	318321	353618	330915	248766	325099	298512	294584		340514	335292	372546	326130	279180	318030	182358	311336	304555	344170	228193	
Q9Y5X1	Q9Y5X1	SNX9_HUMAN	SNX9	Sorting nexin-9	1514430	1527800	1470710	1413410	1441610	1336900	915872	849838	976396	838674	905090	1248900	1213670	1242800	1294360	1270270	1495090	804434	921794	835280	747216	191951	724495	689690	1475280	1680490	1705130	1576960	1547730	1595770	713080	794144	851812	758698	701490	732752	2462250	2340190	2418310	2320190	2180300	2747950	931434	952883	1045290	1047130	936657	976864	910817	1047230	1085790	982937	1043520	969082	586292	525672	480094	607686	409002		950587	876370	965778	959565	1161190	1023490	697881	616173	651078	463135	610470	
Q9Y5X2	Q9Y5X2	SNX8_HUMAN	SNX8	Sorting nexin-8	126617	95467.6	139021									164920		277487													142737										200346	278149	126533	174727	138412	69654.8			114837		97723.4				64143.6																					
Q9Y5X3	Q9Y5X3	SNX5_HUMAN	SNX5	Sorting nexin-5	492249	543562	534333	501307	481403	486185	342014	347029	401928	306654	392072	428919	440309	486241	454062	432490	427402	322524	394358	316132	379962	89408.3	383778	352272	446585	422330	517470	535581	529398	563283	351004	312294	373529	342071	347311	337591	524745	541963	502325	541471	561605	526301	336460	431033	329473	294071	392646	427151	474069	442643	514878	412814	451883	336481	225982	186409	245050	195607	197829		470320	624127	493127	444124	536696	509379	267585	285434	303173	284093	293815	
