"","Protein_Group","Genes","[1] HN1.raw.PG.MS2Channel3","[2] HN2.raw.PG.MS2Channel3","[3] HN3.raw.PG.MS2Channel3","[4] HN4.raw.PG.MS2Channel3","[5] HS1.raw.PG.MS2Channel3","[6] HS3.raw.PG.MS2Channel3","[7] HS4.raw.PG.MS2Channel3","logFC","AveExpr","t","P.Value","adj.P.Val","B","Group"
"2494","Q9NTZ6","RBM12",NA,52.94075012,196.5031891,73.99729156,303.1049805,506.7911987,487.0254822,-3.82049269243823,6.53930461304478,-2.09235059281819,0.0761400560260095,0.189861671381617,-4.10515527432592,"Others"
"2495","P50747","HLCS",NA,NA,282.6948547,611.2476196,993.0460815,832.7390137,980.8999023,-5.51514246319681,6.71517439029201,-2.09134660356976,0.0762513835218058,0.190063067784413,-4.1064285399944,"Others"
"2496","O15294","OGT",11.19526386,136.6838837,NA,NA,13.50741196,499.9382019,591.6372681,-4.66770464055881,4.67881108479519,-2.0882458918173,0.0765962365599519,0.19080115285233,-4.11036044881384,"Others"
"2497","P06748","NPM1",85.13673401,134.951004,NA,113.399231,230.7310181,545.1809082,1152.50293,-3.95209114759068,6.78211166329354,-2.08785754942657,0.0766395368749191,0.19080115285233,-4.11085284624422,"Others"
"2498","P61457","PCBD1",16.77946091,53.68276596,138.5378265,88.2914505,220.879425,403.3788757,135.6416626,-1.96662069634338,6.72536658824707,-2.0879696935782,0.0766270302460998,0.19080115285233,-4.11071065451441,"Others"
"2499","Q9H444","CHMP4B",NA,120.0463257,254.6342926,NA,504.4393616,352.8321838,284.3509521,-4.80563148565723,5.78889461347123,-2.08577607640909,0.0768720398511013,0.191303407696678,-4.11349186457833,"Others"
"2500","P17858","PFKL",939.333313,389.4739075,1043.441528,915.1334839,1375.333984,1451.242065,1383.964111,-0.866927803531215,9.96005068123732,-2.08495601971066,0.0769638348989349,0.191371290886604,-4.1145314993933,"Others"
"2501","Q5T7N2","L1TD1",NA,11767.2666,NA,NA,1317.377197,1469.364014,2262.987061,-7.29639815465219,6.5076813342266,-2.08485752506586,0.0769748675143994,0.191371290886604,-4.11465636375846,"Others"
"2502","Q8IZN3","ZDHHC14",731.2165527,963.6784668,355.4737244,538.2190552,1150.062622,886.7435303,1535.916138,-0.937254857412713,9.64728328581028,-2.0847078707772,0.076991633670732,0.191371290886604,-4.11484608330343,"Others"
"2503","Q9H0R3","TMEM222",1451.864014,247.4283142,97.3340683,91.44779968,145.0304871,24.56321907,NA,3.9475145996901,6.2110970950906,2.08333736958461,0.0771453445398929,0.19167674698106,-4.11658341990954,"Others"
"2504","O94880","PHF14",NA,127.6991806,NA,NA,193.6200104,15.92726421,71.11907196,-4.20073593125732,3.55228016361867,-2.08041869509496,0.0774737174392213,0.192415754294935,-4.1202828772692,"Others"
"2505","Q14249","ENDOG",188.9335022,61.10811996,NA,141.7129517,242.6615753,926.0194702,877.3289795,-4.01717786334136,6.89240591718508,-2.07589170429261,0.077985806260896,0.19361027111238,-4.12601968105213,"Others"
"2506","Q99933","BAG1",135.8503723,NA,NA,12.79110718,68.72640991,75.38930511,175.8553314,-3.89458883775421,4.3896399839936,-2.07529436088298,0.0780536294699312,0.193638307173977,-4.12677654929591,"Others"
"2507","Q9NZI8","IGF2BP1",347.8791504,NA,48.33388138,72.29927063,292.5253906,729.149292,787.9683228,-4.0443665596819,6.80000430452124,-2.07524380589709,0.0780593722600354,0.193638307173977,-4.12684060414548,"Others"
"2508","Q9Y2G8","DNAJC16",NA,88.24733734,319.2483215,59.24972153,907.2017212,680.4888916,340.5982666,-4.0396072727833,6.91017703213225,-2.07476951833982,0.0781132694978535,0.19369474601561,-4.12744153307267,"Others"
"2509","Q07954","LRP1",187.1447754,194.9044037,NA,136.1541748,820.6456909,818.3572998,770.2324829,-4.08324112834868,7.31730052401619,-2.07415219468343,0.0781834768466433,0.19379156736121,-4.12822366579467,"Others"
"2510","P23258","TUBG1",350.9960632,NA,NA,129.403717,269.3261108,690.3560791,524.6499023,-4.97836937881781,6.00515104301596,-2.07364336491127,0.0782413927621472,0.193857857206292,-4.12886831838323,"Others"
"2511","Q9BVQ7","SPATA5L1",NA,NA,1261.762573,NA,257.9750366,510.8545227,194.6525421,-5.6338778421192,4.99011099795487,-2.07285639893942,0.0783310511045907,0.194002710800259,-4.12986531260496,"Others"
"2512","Q6NXT6","TAPT1",NA,NA,138.7427826,73.67895508,96.53518677,248.7439728,383.9924622,-4.382966154947,5.21572901615293,-2.06827756128282,0.0788547545273269,0.195222021658219,-4.1356652434679,"Others"
"2513","P53618","COPB1",113.6314468,NA,145.3479767,NA,190.0650635,284.8209229,302.6502075,-4.48585530621978,5.43103892998787,-2.06645635536279,0.079064025644455,0.195662226614749,-4.13797168899199,"Others"
"2514","P48029","SLC6A8",416.2358398,428.2853699,350.7955933,381.7631531,NA,217.6793671,101.5886917,3.80455315590658,6.99183077377991,2.06592236233553,0.0791254908237631,0.195736446870717,-4.1386479100422,"Others"
"2515","Q13243","SRSF5",166.0066376,NA,410.6495056,NA,434.1777344,670.9886475,559.0355225,-5.07845092515852,6.19373754692569,-2.06185387619437,0.0795953627636029,0.196820501402325,-4.14379930245284,"Others"
"2516","P78371","CCT2",376.3594971,183.7965088,183.8994293,252.2644806,693.312439,351.4929504,541.7533569,-1.09384306859611,8.36996173011489,-2.06131454896418,0.0796578587729525,0.196896750281793,-4.14448208474849,"Others"
"2517","O75487","GPC4",1675.968506,422.5716553,138.8588562,1008.112,1512.667358,2281.012939,1938.342041,-1.74422497019466,9.88372511507027,-2.05872379632455,0.0799587527516771,0.197561971935908,-4.14776162773112,"Others"
"2518","Q96AC1","FERMT2",174.9964752,NA,NA,178.5674896,369.2321777,314.6551819,358.3262329,-4.70426791296392,5.75306109259703,-2.05276099251936,0.0806555981290291,0.199204592837344,-4.15530768345769,"Others"
"2519","Q8N0U8","VKORC1L1",NA,71.55833435,NA,76.08489227,40.03371811,341.0006714,316.0598145,-4.24937343459425,4.93352145942841,-2.0515576038023,0.080796965598137,0.199474525230176,-4.15683024597725,"Others"
"2520","Q9ULD0","OGDHL",3773.148438,2636.104248,2584.260742,2834.394043,1152.427734,1928.738159,2776.512451,0.671199168138957,11.2253687003185,2.05081896715635,0.0808838589103608,0.199609808953783,-4.15776473141635,"Others"
"2521","O95166","GABARAP",15.69083023,87.43777466,13.6420145,NA,210.9112091,174.9350739,42.30608368,-3.27433354015708,5.00318999916833,-2.05011743527966,0.0809664734909802,0.199734430242128,-4.15865223192997,"Others"
"2522","P46459","NSF",568.0013428,NA,142.329483,NA,245.2886963,997.1330566,1075.621582,-5.24766019922597,6.32786718836327,-2.0492688675879,0.0810665159099643,0.199901928011129,-4.15972569119858,"Others"
"2523","P27694","RPA1",NA,1068.010498,NA,NA,266.5993347,279.993988,193.0158081,-5.41727044624318,4.83720241047498,-2.0488358981422,0.0811176085877522,0.199948635674685,-4.16027338519376,"Others"
"2524","P82933","MRPS9",NA,72.65333557,303.0505066,43.60742569,562.992981,398.9266663,445.2875061,-3.87913702690397,6.64500182915009,-2.04726845892434,0.0813028432952135,0.200144517063958,-4.16225601976253,"Others"
"2525","Q13546","RIPK1",308.932312,NA,NA,NA,26.85345078,182.232254,273.1850891,-4.73648770834059,4.09887564376029,-2.0473866495799,0.081288861233907,0.200144517063958,-4.16210652905141,"Others"
"2526","Q8NCE2","MTMR14",NA,NA,129.0445251,18.99754524,68.52508545,75.67562103,234.6659241,-3.91743248666711,4.5150528529195,-2.04680250104426,0.0813579898918936,0.200144517063958,-4.16284536432015,"Others"
"2527","Q96HE7","ERO1A",70.75067902,72.24089813,196.2090454,255.4784393,33.4419136,NA,68.68881226,3.2534606009104,5.60210319594689,2.04691335239525,0.0813448671410951,0.200144517063958,-4.16270516094563,"Others"
"2528","Q9UL26","RAB22A",NA,NA,NA,NA,1237.253662,NA,10.96440601,-4.61825601371419,1.97925257730608,-2.04785958122502,0.0812329369730596,0.200144517063958,-4.16150834066376,"Others"
"2529","P21796","VDAC1",106.6780777,489.8153992,131.0413666,669.2246704,606.4245605,706.3265991,1313.043579,-1.66012269820191,8.7422223063955,-2.04625081308231,0.0814233309367617,0.200170067490965,-4.16354311678382,"Others"
"2530","Q9NQ34","TMEM9B",820.8391724,330.3149719,394.1506653,502.5171814,216.8291016,151.8794403,NA,3.9064641952375,7.24003308433906,2.04617132440517,0.0814327497591479,0.200170067490965,-4.16364364870443,"Others"
"2531","Q86X55","CARM1",99.46045685,45.1865654,NA,86.64224243,106.3051987,678.5802002,505.8701782,-3.72148960303141,6.2532840616944,-2.04480130123358,0.0815952581514212,0.200490284647842,-4.1653762774729,"Others"
"2532","Q9BYN8","MRPS26",NA,NA,124.1727905,NA,93.95426178,56.82123184,22.47570229,-3.91665060529282,3.42050884001192,-2.04324111650282,0.0817807165834577,0.200866617864346,-4.16734920340341,"Others"
"2533","Q9H490","PIGU",198.4576874,333.3809204,355.6413574,573.2813721,243.3063354,109.7336197,88.70318604,1.347113188598,7.83997372537518,2.04220385644852,0.0819042475716363,0.201090610204503,-4.16866075143383,"Others"
"2534","Q8N5X7","EIF4E3",NA,196.2479553,179.6665955,312.3342285,NA,12.0297718,NA,4.61857279800867,3.87376442668254,2.03829057673746,0.0823719696611998,0.202159147325573,-4.17360800193887,"Others"
"2535","Q9H082","RAB33B",83.98704529,NA,110.4487076,NA,53.23150253,1810.945557,175.5173187,-4.71366457312434,5.32249373917419,-2.0375826961277,0.0824568604634709,0.202287658864823,-4.17450277686125,"Others"
"2536","Q96DM3","RMC1",434.5731812,370.0105286,207.0053101,22.45186806,690.4059448,864.5392456,759.2720947,-2.19852343625696,8.33077311109883,-2.03537026015533,0.0827227432520725,0.202859913361451,-4.17729905465269,"Others"
"2537","Q9Y6Y8","SEC23IP",1044.030396,1093.694824,614.4285889,728.2766724,1019.53656,1529.583374,1761.352417,-0.72740185916753,10.0370967289924,-2.03403730585675,0.0828833448423777,0.203173638776014,-4.17898355414454,"Others"
"2538","Q9Y312","AAR2",NA,NA,67.13332367,58.29686356,120.8968811,66.24334717,189.4532318,-3.86300018885176,4.6506146526777,-2.03325283380446,0.0829780073331011,0.203325542791393,-4.17997484399619,"Others"
"2539","Q53GT1","KLHL22",845.8972168,480.7089844,163.1506805,710.4284668,171.789856,163.8078156,NA,3.93537304048424,7.18128978235696,2.0317259480783,0.0831625657475554,0.203637002245755,-4.18190411892455,"Others"
"2540","Q9UBS4","DNAJB11",496.0953674,482.5335999,640.9089966,579.8755493,701.072876,923.6509399,1083.296021,-0.701137964244408,9.3962780604795,-2.03165952354945,0.0831706039080589,0.203637002245755,-4.18198804394267,"Others"
"2541","P82914","MRPS15",1245.711792,683.053833,947.8527832,346.2658691,NA,435.7403564,152.3447266,4.16419830584751,7.72329748287496,2.03015447008445,0.083352940672426,0.203944500888557,-4.18388951839197,"Others"
"2542","Q6UXV4","APOOL",192.9211273,22.97773552,90.45529938,92.1083374,NA,55.42463684,12.84995937,3.10634136525818,4.97840659597556,2.03008157616241,0.0833617818393168,0.203944500888557,-4.18398160687745,"Others"
"2543","Q15181","PPA1",NA,NA,167.0072479,107.7244797,274.1099854,219.5391846,261.6300964,-4.43598661518073,5.44036528507995,-2.02881008753008,0.083516148455083,0.204241811735022,-4.18558782858075,"Others"
"2544","Q08495","DMTN",253.8709412,NA,NA,25.08044624,133.1166382,165.0488586,227.1256561,-4.25086783603607,4.99643043485072,-2.02657224531677,0.0837885273135731,0.204827378680468,-4.18841444813946,"Others"
"2545","P63173","RPL38",262.0291443,46.14191055,39.60144424,203.9237366,414.6972961,263.7880859,411.506958,-1.823681296443,7.43668260117779,-2.02403278531285,0.0840986877508837,0.205504809085558,-4.19162148244463,"Others"
"2546","Q3MIX3","ADCK5",162.7445831,1444.96228,1597.144897,NA,4866.09375,4854.526367,5280.084961,-5.16313347115616,9.33659650648744,-2.01978878470351,0.0846195843195569,0.206696463033513,-4.19697980492601,"Others"
"2547","Q05397","PTK2",563.9766846,475.7137451,364.7836304,518.4055786,531.0158691,1246.89209,1010.496155,-0.880644852152672,9.27106705638432,-2.01725524109679,0.0849320713086751,0.207378308389733,-4.20017775474825,"Others"
"2548","Q5TH69","ARFGEF3",4023.989746,3079.809814,2609.438232,4053.923828,2678.418945,1745.267456,2825.300049,0.517362276613252,11.5031229865766,2.01593204695337,0.0850957293854702,0.207603969936864,-4.20184770466462,"Others"
"2549","Q9H0E2","TOLLIP",NA,NA,103.8476563,84.72483063,116.6814651,185.4561615,224.1660461,-4.12864580419714,5.05286764189839,-2.01569858073702,0.0851246379384149,0.207603969936864,-4.20214233549766,"Others"
"2550","Q9UNH7","SNX6",9578.717773,2399.745361,2247.907471,2036.664917,2536.115479,841.5327759,933.036377,1.34738682028305,11.0682344590277,2.01580066382993,0.0851119964749652,0.207603969936864,-4.20201350882417,"Others"
"2551","P63241","EIF5A",18.89234352,77.82157135,233.1360321,258.5782471,371.0895081,360.0425415,533.9672852,-2.07314039805369,7.51496094026101,-2.01341224381706,0.0854082556525399,0.208214010938121,-4.20502737997779,"Others"
"2552","Q5RI15","COX20",NA,11.91624737,48.37169266,141.9070892,188.561554,80.99656677,679.3861084,-3.65915944855583,5.68712642961983,-2.01091007933609,0.0857197220191696,0.208816141296266,-4.20818418699708,"Others"
"2553","Q9NUL3","STAU2",75.41633606,144.1009521,NA,31.59659767,430.7105713,128.8262024,495.7054749,-3.62769211525907,6.17056815228637,-2.01088860090806,0.0857224005031945,0.208816141296266,-4.20821128218563,"Others"
"2554","P29373","CRABP2",1573.594849,1713.321899,1350.552612,1177.000977,2669.573486,1764.382813,1847.779297,-0.515340274367668,10.7125386779464,-2.00879603776142,0.085983753939568,0.209288831996154,-4.21085084765678,"Others"
"2555","P42566","EPS15",11.09400177,NA,63.57552719,NA,47.62501907,25.91475105,127.4254379,-3.38396257279659,3.85255352442348,-2.00896712776934,0.0859623557711837,0.209288831996154,-4.21063505042432,"Others"
"2556","P49005","POLD2",NA,NA,2439.150391,NA,83.34343719,2072.61792,827.9459839,-6.22390226942287,5.48057527468673,-2.00778747877527,0.0861100015377822,0.209514123459886,-4.2121228924496,"Others"
"2557","O95671","ASMTL",549.9699707,582.4020996,324.7122803,243.9634552,160.4589233,233.7944183,165.4311523,1.11482696738844,8.16673043386417,2.00649620400074,0.0862719069830955,0.209825963835694,-4.21375136486501,"Others"
"2558","Q9Y3A6","TMED5",86.12494659,159.6304474,972.6783447,20.17321205,1081.571045,1414.620117,356.9363098,-2.65098654017863,8.16215839368386,-2.00570785440803,0.0863709020205389,0.209984612848214,-4.21474549868125,"Others"
"2559","P82650","MRPS22",97.08876801,345.9536133,139.2319794,168.2749939,524.7453003,339.3000793,366.4212952,-1.25934720280886,7.93709814389065,-2.00400828322365,0.0865847049735319,0.210422149367094,-4.21688849974336,"Others"
"2560","Q13976","PRKG1",NA,214.9149017,317.2585449,105.9090118,292.2384338,2407.376465,1452.42688,-4.27618593454856,7.53480464087692,-2.00346522641116,0.0866531311424948,0.210506180693428,-4.21757318251693,"Others"
"2561","P04792","HSPB1",13.89636612,120.9717102,NA,108.7611313,223.2816315,504.6364136,156.0697784,-3.62741665604735,5.95598582312601,-2.00255438370926,0.0867680194612365,0.210702972678418,-4.21872150058747,"Others"
"2562","O14979","HNRNPDL",126.2004395,NA,160.9738159,86.46346283,441.6168823,292.5221252,1050.287109,-3.81309740620527,6.82948090498118,-1.99834102791137,0.0873014357892928,0.211915546125532,-4.22403226515462,"Others"
"2563","Q8WUA7","TBC1D22A",283.1309509,NA,150.1080627,316.5812378,14.03320026,NA,NA,4.62184763641147,3.94441587790852,1.99776441790082,0.0873746878218081,0.212010606150536,-4.224758917066,"Others"
"2564","Q8NHP8","PLBD2",NA,NA,18.49614334,179.0631256,71.25886536,152.4102783,151.5484467,-3.95212361621543,4.6381362180158,-1.99695091425874,0.087478138234572,0.21217883840905,-4.22578404718047,"Others"
"2565","Q5J8M3","EMC4",NA,635.5656128,NA,105.421051,172.862793,2577.862061,508.7679443,-5.24405576086401,6.25940375918596,-1.99540030406991,0.0876756602373358,0.212575021838593,-4.22773784610927,"Others"
"2566","Q8NCG7","DAGLB",642.0007324,388.6854553,425.2548523,888.1276245,921.5026855,903.1147461,1146.585083,-0.828053426888962,9.47154553989029,-1.99465366557823,0.0877709271696857,0.212723069395275,-4.228678535795,"Others"
"2567","Q86U44","METTL3",900.8513794,NA,NA,NA,203.5719147,168.5866241,209.0677032,-5.14483133295043,4.65911418759931,-1.99396740458087,0.0878585807282126,0.212769670385029,-4.22954310449654,"Others"
"2568","Q9UI12","ATP6V1H",430.4833679,565.5906982,785.5499268,614.2595825,316.20401,267.0958557,401.8748779,0.852589100730112,8.830547219368,1.99406993082864,0.0878454799240915,0.212769670385029,-4.22941394250835,"Others"
"2569","O15372","EIF3H",147.8391418,NA,NA,NA,64.89087677,15.07418823,232.1310425,-4.16682349282376,3.59018403863905,-1.99258683854543,0.0880351780928872,0.213066744491687,-4.23128222632995,"Others"
"2570","Q8IXS6","PALM2",185.6979218,136.2896271,163.1293335,163.5232544,444.0544434,NA,NA,4.4090067943978,5.45204512766722,1.99247287050037,0.0880497722051193,0.213066744491687,-4.23142578480056,"Others"
"2571","O94805","ACTL6B",621.3447876,628.5110474,890.4169922,1173.001221,211.7752686,795.3164063,274.0126953,1.15296190163204,9.15008171968996,1.99069751401213,0.0882774241337594,0.21353453935739,-4.23366191401806,"Others"
"2572","Q9Y6B6","SAR1B",14.79667568,103.419487,189.6925812,10.05626297,184.2614899,183.3683472,366.2349854,-2.42771875920054,6.47287416718155,-1.98932110483576,0.0884543205932887,0.213879245633617,-4.23539532385813,"Others"
"2573","P13804","ETFA",122.3785706,NA,NA,31.26119995,126.6332626,97.77602386,107.327301,-3.804065148254,4.61998269049603,-1.98707545309906,0.0887436861339514,0.214495524316768,-4.23822299840554,"Others"
"2574","Q6T4P5","PLPPR3",666.0964355,997.5899048,357.8703003,1165.858887,1499.616699,1279.565918,1354.359741,-0.920813619488451,9.89994269368267,-1.9865193267077,0.0888154909803619,0.214502345012377,-4.2389231767399,"Others"
"2575","Q9UPT9","USP22",55.5141983,NA,312.2020264,335.5476074,927.7301025,700.8118286,977.430603,-4.12292108902174,7.39350567823542,-1.98661840281449,0.0888026944550163,0.214502345012377,-4.23879843965002,"Others"
