"","PG.Genes","row_mean.HN_L","row_mean.HS_L","row_mean.HN_H","row_mean.HS_H"
"1751","ADK",3378.53537,8011.817871,5655.0005627925,4697.28442366667
"1752","ADAR",1153.96201066667,13770.2031233333,191.913976033333,565.630228666667
"1753","CDH4",15955.9223625,5433.57177733333,174.52783204,306.81033325
"1754","CDH6",2130.88412475,1458.70479366667,NA,NA
"1755","CDH11",1729.36849975,1367.26847333333,312.89447278,NA
"1756","CDH12",1768.4570925,NA,NA,NA
"1757","CDH13",29526.36914,9121.14648433333,214.555671675,582.577412966667
"1758","TPD52",4042.2630615,1121.31781016667,NA,256.21179199
"1759","PRMT2",1467.6729123,1832.383097,94.9936685625,72.87300619
"1760","SEC13",1116.009651175,2758.07527666667,NA,22.5985495266667
"1761","SNU13",648.01065055,38556.5371133333,NA,294.8116557
"1762","NPEPPS",95419.9941475,59673.4778666667,NA,NA
"1763","OXCT1",41862.7890625,44877.9570333333,NA,339.472844446667
"1764","EIF3B",6923.827881,39704.2213566667,184.897430185,172.724927243333
"1765","ATP5MF",85661.63477,92892.99219,69.56813955,119.471098563333
"1766","GFRA1",1382.467865,965.1215515,73.8508180033333,146.323818195
"1767","MARS1",6884.8565675,33994.9453133333,NA,188.096130366667
"1768","ITGA1",1931.1687315,1767.558553,NA,NA
"1769","ARPP19",9664.378661,3189.107259,NA,159.88181305
"1770","P2RX3",15210.0813,7211.82722966667,1291.84674075,1370.08290603333
"1771","AP1S2",11826.629885,10550.2213533333,NA,NA
"1772","ATP5MPL",17296.035155,11787.0794273333,190.03748861,267.403757733333
"1773","ATP5F1E",7193.03125,16060.396729,NA,1680.2396699
"1774","ATP5ME",18307.109375,22767.4694033333,327.009600333333,245.594475413333
"1775","HDAC4",3113.814453,2178.69807933333,NA,145.76868818
"1776","EIF6",1838.1433715,6252.450034,NA,100.91826628
"1777","CTBP2",3809.85552975,26673.14323,NA,157.345942173333
"1778","NDUFA6",22169.370115,11478.3745116667,24.33133793,133.8432808
"1779","CLDN6",2540.028168,9386.54850333333,NA,505.7106425
"1780","BACE1",5040.63952625,2928.32356766667,NA,123.43949253
"1781","HSD17B7",10607.1582035,13858.5445963333,85.0671048225,105.31959726
"1782","BCAR1",12045.37866175,3814.00716166667,200.5645027325,391.327697766667
"1783","STX17",3921.4299315,2148.33105466667,NA,149.18678665
"1784","CFAP298",868.59990695,813.619893366667,662.444797475,195.193336486667
"1785","JAM2",4601.15667725,5735.40836566667,406.883794775,466.377957656667
"1786","TMEM33",16025.134275,23225.6490866667,NA,58.10818291
"1787","SYNJ2BP",8466.12622,6532.753906,NA,728.0005493
"1788","PCBP3",4137.75354,10683.67155,NA,NA
"1789","CORO7",25565.13623,16350.0989566667,NA,NA
"1790","NUP107",2501.09936525,21690.9134133333,NA,208.455958066667
"1791","SNX16",1903.6058045,1739.291911,NA,248.5791702
"1792","EEFSEC",3443.80981475,4853.85587566667,NA,NA
"1793","SESN2",1912.68961566667,1780.22387733333,NA,NA
"1794","EPPK1",3749.51934825,3742.588867,NA,NA
"1795","ANTXR2",1016.34075943333,884.22766125,NA,NA
"1796","MTPN",7019.142334,8515.303711,132.3426256225,166.78398895
"1797","H2BC5;H2BC4;H2BC18;H2BC9;H2BC15;H2BC14",14633.4499525,2335350.25,1270.699996775,7771.87483733333
"1798","RAB15",6894.863159,2272.539917,131.6723302,NA
"1799","GNG2",19619.532715,10651.718425,NA,58.823373795
"1800","AP3S2",7702.33630275,4171.72957333333,NA,83.5510126866667
"1801","ARPC4",173234.378925,106304.12241,219.07695005,373.211151133333
"1802","CD81",26898.6103525,9057.895997,NA,NA
"1803","SEC61G",1784.667267,6580.052246,NA,NA
"1804","TPI1",263720.625025,200654.197933333,220.5274200425,989.9296263
"1805","EIF3E",45005.8007825,53126.8085933333,NA,NA
"1806","SEC61B",804.755927975,7424.697591,NA,240.46687315
"1807","PTEN",1748.79888925,1491.523641,205.1866531,228.772494636667
"1808","PPP4C",1917.981781,6043.02978533333,132.832013446667,145.66515989
"1809","GABARAPL2",18953.2465825,5609.55452466667,726.2434845,556.148935933333
"1810","ROMO1",4879.2963865,10046.0986326667,NA,NA
"1811","UBE2G2",596.7252197,3495.17089833333,699.7070516,1153.54543023333
"1812","MYL6",12898.6882325,16675.2965466667,84.3383431375,309.415290833333
"1813","ACTB",5892245.125,3577767.08333333,989.98901375,12409.23893
"1814","RAC3",38071.8203125,12712.9003923333,NA,161.959648103333
"1815","EIF4A1",62172.496095,238624.4896,NA,5703.25179033333
"1816","RPS20",2725.555359,30662.7591133333,205.1587162075,770.71624755
"1817","SNAP25",30661.041505,8453.334474,971.336288425,746.5347697
"1818","PRPS1",9285.09301675,10141.9586596667,343.759567275,4292.73689772333
"1819","PSMA6",29616.643555,38672.78125,NA,299.0220413
"1820","CDC42",57609.7626975,26348.8593733333,NA,642.106699633333
"1821","DSTN",62953.970705,32202.33724,NA,195.534467033333
"1822","GMFB",5552.807251,2831.644287,683.0935288,387.388870233333
"1823","RAB8A",14276.82715,9599.09602766667,273.1228322975,67.24169731
"1824","SPCS3",5296.8720705,11447.11133,NA,211.1624336
"1825","SRP54",3332.46923825,6936.62288433333,NA,NA
"1826","RAB4B",12011.2768575,6677.65039066667,NA,NA
"1827","RAB2A",89188.044925,83773.4401066667,182.85880789,878.565735033333
"1828","RAB5B",92161.630865,59553.30599,NA,6968.04671233333
"1829","RAB10",127793.49415,61889.9544266667,51.9092356366667,1181.57633466667
"1830","UBE2D3",17769.231445,12777.8151033333,NA,38.761185645
"1831","UBE2M",13278.05542,7940.23942066667,202.12036086,148.924873365
"1832","UBE2K",38288.68164,29445.0084633333,728.594146725,1248.371745
"1833","UBE2N",156852.527375,92305.7968766667,206.48506546,672.1157735
"1834","RAB14",73154.23047,43958.59896,119.625691733333,263.6828359
"1835","ACTR3",64304.1894525,26688.44206,6694.45520125,4507.76334633333
"1836","ACTR2",56691.06641,36983.34245,NA,1375.4274291
"1837","ACTR1A",73223.4726575,42478.2135433333,NA,415.24053955
"1838","COPS2",11425.154295,9606.36035333333,NA,NA
"1839","ARF3;ARF1",123208.21485,97865.35677,1627.130767675,2716.98388666667
"1840","ABCE1",8849.4721685,19393.41211,NA,229.24663925
"1841","RAP1B",178420.437525,76995.0520866667,NA,673.0603231
"1842","RAP2B",21460.8051775,8873.01383433333,140.790178953333,148.277135213333
"1843","RPS3A",5340.71685825,82946.22396,NA,607.191660566667
"1844","RPL26",8386.00756775,189708.1094,NA,2331.712036
"1845","STX1B",183489.410175,43685.2578133333,NA,127.97881063
"1846","RPL15",1385.20395665,64118.8880233333,228.958824175,913.331837866667
"1847","FGF12",2468.276489,1009.05711876667,NA,NA
"1848","RPL27",8626.511108,223262.4323,95.6925833833333,2805.15226233333
"1849","ATP6V0D1",79346.5722675,24831.08659,235.186854033333,314.242945366667
"1850","PCBD1",6411.559082,3907.68082666667,74.3228759675,253.299987766667
"1851","RPL37A",332.0207316,6284.55550133333,NA,165.08724975
"1852","RHOA",24528.3818375,32231.0699833333,223.636722575,826.7822062
"1853","NAA20",2197.499054,3602.90787766667,NA,90.4042104066667
"1854","NCALD",2992.11968975,2306.83166533333,1305.044319125,793.0984803
"1855","HSPE1",194110.222675,165850.9896,1902.43090825,2764.767904
"1856","SEC61A1",346.680847166667,2404.78967266667,NA,169.06084251
"1857","VBP1",32063.4619125,14705.4915366667,NA,78.73652649
"1858","STXBP1",99571.833995,36815.0592466667,NA,337.573491433333
"1859","DAD1",3462.28259275,12694.3479833333,874.807006925,2442.71996046667
"1860","NPC2",7342.42150875,14901.30371,NA,105.83220163
"1861","COPZ1",4170.1011355,8868.73600133333,NA,156.04776
"1862","DCAF7",12285.0510275,12866.86621,343.704957306667,578.987833666667
"1863","AP1S1",9121.72094725,8526.32080066667,NA,NA
"1864","NUTF2",18924.7407225,22851.7376333333,NA,74.529541015
"1865","HNRNPK",15097.2731925,593708.645833333,NA,6072.322917
"1866","YWHAG",131127.5761775,125975.723966667,266.97239685,1679.107259
"1867","USP46",794.581624333333,508.9326477,NA,611.4595184
"1868","RRAS2",8491.17468275,5633.80598966667,562.296946535,1397.81599946667
"1869","RPS7",5680.29657,116512.695333333,NA,2223.397542
"1870","PPP1CA",63791.2949225,50822.67318,5412.2736815,5052.29671233333
"1871","PPP1CB",7496.0057375,10391.7571603333,NA,45.54824066
"1872","NCS1",12968.38843,4898.70279966667,215.349489225,255.9239807
"1873","PSMC1",37251.328615,46807.4244766667,NA,137.569712333333
"1874","PSMC5",12125.13037,15144.11198,NA,133.365675603333
"1875","RPS8",4371.470581,81334.91146,NA,200.7978897
"1876","RPS15A",5360.91186525,103113.14066,4871.04333475,4040.831787
"1877","RPS16",6413.20739775,195272.531266667,134.9180650725,1409.17867033333
"1878","UBE2G1",30219.02850325,3202.65909833333,NA,410.48386115
"1879","UBE2H",1847.790161,1496.45817066667,NA,NA
"1880","YWHAE",129902.5039,91002.4010433333,NA,781.155853133333
"1881","RPS14",8836.45947325,159767.572933333,NA,1070.9687705
"1882","RPS23",1975.03244025,48694.89974,NA,140.29951475
"1883","RPS18",24782.1826175,413819.250033333,196.432008775,1660.392375
"1884","RPS13",7439.44250475,130165.122433333,NA,586.122823066667
"1885","RPS11",2698.8192442,51814.34766,139.9455890725,231.227483083333
"1886","SNRPE",3723.09265125,39928.54818,NA,490.965138733333
"1887","SNRPF",2405.66890433333,26979.3847633333,NA,148.05707165
"1888","LSM3",5904.96301275,25211.93099,6593.797119,3123.87573233333
"1889","LSM6",772.8544617,7603.164063,NA,NA
"1890","SNRPD1",1271.186538675,17607.39518,127.63663863,149.244782163333
"1891","SNRPD2",3120.933899,39688.92318,249.176523866667,513.710968
"1892","SNRPD3",6990.32299825,146115.2969,148.033938106667,1455.77687563333
"1893","TMSB4X",774.871113933333,1570.04282616667,NA,NA
"1894","ARF6",16796.8950175,10868.0589193333,168.667202,1976.89180506667
"1895","PSMC6",35940.05957,45276.6341133333,NA,NA
"1896","SELENOT",5028.63256875,6638.73486333333,NA,NA
"1897","RPL7A",1427.96932975,45007.8828133333,433.8155899,296.7672526
"1898","RAB11A",193325.765625,77279.5143233333,794.755004925,1320.172872
"1899","ETF1",38301.4238275,34050.9947933333,NA,249.6011454
"1900","CNBP",5372.91909775,14677.0540333333,NA,290.095987983333
"1901","RPS4X",3606.976868,72363.18229,NA,523.079477966667
"1902","PPP2CB",96444.2353525,66488.9036466667,567.310943625,2481.70808933333
"1903","ACTA2",584318.0625,319042.833366667,413.496315,1681.39278166667
"1904","RHOB",2819.53347775,6914.205566,NA,406.698064166667
"1905","RPL23A",3009.46622733333,38370.75651,NA,463.2119344
"1906","RPS6",9583.60571225,189637.1146,NA,669.961730933333
"1907","VSNL1",3241.8513795,1607.46346033333,NA,52.91580486
"1908","H4C1",32840.924315,5520839,NA,34115.38086
"1909","RAB1A",8564.9318855,4315.08585633333,NA,29.85984802
"1910","RAN",39793.5693375,76749.6822933333,NA,786.5124917
"1911","RPL23",14233.39575375,61808.7382833333,NA,NA
"1912","RAP1A",17567.0708025,6416.450358,4402.2588958,4748.24023433333
"1913","RPS24",3188.1116335,53351.38021,NA,283.251485166667
"1914","RPS25",6634.67761225,244506.578133333,124.91915321,1935.81681313333
"1915","RPS26",1069.59309375,20519.0527333333,NA,100.876033805
"1916","RPS28",19410.5263675,121968.36722,NA,408.42923735
"1917","FAU",4493.770752,71524.4635466667,NA,909.699340933333
"1918","GNB1",96464.9345675,83993.93881,83.01099063,923.685513933333
"1919","RBX1",1077.507949675,1273.65700796667,NA,630.676100355
"1920","GNB2",122629.7558725,73810.0273466667,127.796020513333,806.688069833333
"1921","RPL30",1831.46075425,52777.8580733333,NA,839.944152966667
"1922","RPL31",4006.76330575,49113.13672,NA,628.820037866667
"1923","RPL10A",2802.77108775,31076.5201833333,279.611415875,521.638315866667
"1924","RPL32",1703.66751075,22416.49544,NA,79.2782681933333
"1925","RPL11",6733.21612575,47734.8932266667,NA,255.9922994
"1926","RPL8",766.774871825,21745.9658233333,NA,379.950531
"1927","PPIA",360886.953125,370124.437533333,NA,3400.82324233333
"1928","FKBP1A",1147.1615905,2752.66105166667,NA,203.542764356667
"1929","RPS27A",300924.6797,683467.75,1221.330688475,21500.7207033333
"1930","GRB2",12031.394533,8308.173177,58.0217819225,431.060343433333
"1931","TRA2B",2030.70503733333,66728.7838566667,NA,278.84029385
"1932","RAC1",132166.636725,64038.13021,146.80422019,437.103663133333
"1933","AP2B1",60036.456055,35933.66927,48.7248636866667,218.7889252
"1934","VAMP2",52450.524415,14344.2267256667,251.781004435,327.0379079
"1935","GNAS",130646.695325,68614.2786466667,542.96186065,1921.22839333333
"1936","GNAI1",9297.14013725,4676.12736,NA,NA
"1937","PPP3R1",3686.0929565,2012.60089123333,120.324226375,289.31770325
"1938","YWHAZ",100804.3085925,67467.2005233333,NA,519.441324866667
"1939","PPP2R2A",9040.71167025,5654.895508,135.121656425,86.09326618
"1940","SNRPN",3046.25262475,56116.6835933333,NA,402.885172533333
"1941","SUMO1",438.024454766667,6340.244222,NA,298.09688565
"1942","DYNLL1",13723.5373555,24294.9602866667,1136.3288575,852.462208933333
"1943","DYNLT1",11603.9234615,5604.36018866667,NA,NA
"1944","RPL38",5022.362915,67446.7760433333,137.9240589225,363.33078
"1945","SKP1",1261.842254575,3057.63517266667,NA,NA
"1946","GNG3",24741.959715,10884.996256,NA,76.66874696
"1947","RPS21",1223.069122375,18762.5026046667,114.6464595875,290.6194814
"1948","EIF5A",48478.5917975,59304.0833333333,147.1070485175,421.699778266667
"1949","RACK1",2980.81982425,137246.968766667,909.930465625,1471.79947933333
"1950","ACTG1",8113.2159425,4424.960775,NA,NA
"1951","UBE2I",2457.098328,15296.7731133333,48.67626953,NA
"1952","TMSB10",11294.94262775,5637.16341133333,71.9024861733333,NA
"1953","PPP2CA",25723.234865,14073.1305333333,NA,438.16639705
"1954","YBX1",1370.7512666,59569.1484366667,NA,409.9897919
"1955","SEC11A",13084.8256825,26210.3098966667,775.579757675,1617.42781566667
"1956","CSNK2B",33528.03418,19894.45638,123.74398169,396.90795135
"1957","TPM4",1083.421432275,2890.21167,NA,8230.2338865
"1958","UBE2L3",90419.3671975,44650.8893233333,464.523536675,468.1310628
"1959","EEF1A1",1101055.046875,1466209.04166667,6086.81164525,16127.5354833333
"1960","FKBP1B",3208.977295,1542.40214033333,NA,66.70170212
"1961","TUBA4A",63229.3759775,39472.85026,NA,NA
"1962","TUBB4B",6962085.625,4544490.33333333,1216.65054325,26315.6230466667
"1963","CSNK2A1",59814.1611325,39646.8411466667,NA,333.6325938
"1964","PAFAH1B2",61305.38086,49130.9713533333,NA,60.66038274
"1965","H3C1",4024.239807,1163361.46876667,NA,6419.704834
"1966","NOMO3;NOMO2",6506.7384035,36318.8112,NA,308.245351133333
"1967","CXADR",139031.83595,36119.0006533333,312.536991125,542.460428866667
"1968","IGBP1",8970.4047855,6820.81201133333,1166.7976074,952.624735666667
"1969","SIRPA",6630.29199225,1389.45391843333,NA,NA
"1970","PSPH",9401.87780675,6677.47542333333,289.8095417075,47.58477529
"1971","EIF4G2",26063.7641625,35268.5494833333,1317.416137525,1354.13183633333
"1972","GTF2I",3083.5336605,38935.6796866667,NA,617.489095033333
"1973","ASIC1",3509.67578125,3978.256592,428.46455384,451.329502126667
"1974","DLG4",10897.759277,4333.91748033333,212.302536016667,197.15692013
"1975","PIP4K2B",22469.5083025,11194.02051,NA,106.47055627
"1976","CNTNAP1",22718.5825175,9323.61718733333,NA,161.087862633333
"1977","SRPK2",1390.53128075,3708.98242166667,NA,93.592975615
"1978","CSNK1G2",2437.92059325,1789.33313,95.4575869366667,307.736519503333
"1979","CCT2",67064.277345,76846.5481766667,249.07997895,528.852915433333
"1980","KRT85",883.6551717,1162.1253258,NA,NA
"1981","RAE1",10651.8762215,12406.713217,103.222221375,102.221170415
"1982","GSTO1",28845.4877925,25262.5195333333,7833.67907725,3123.73669433333
"1983","PRKDC",1898.01760875,135066.1198,NA,246.378168766667
"1984","BLOC1S1",9688.95247466667,NA,NA,NA
"1985","ARG2",2641.24578825,5081.360026,NA,463.018870033333
"1986","MAP1A",32722.237305,25453.5,569.72240055,2715.28173813333
"1987","CRADD",1145.817032,1640.49019366667,NA,NA
"1988","ABAT",12447.66455,16711.48503,966.921737775,707.6965942
"1989","BASP1",14650.476075,2393.798462,NA,NA
"1990","GPSM2",4516.1311035,1111.5827333,NA,567.388092
"1991","TMF1",1294.7035117,2553.20841466667,NA,NA
"1992","MRPS22",12496.69702,17421.6796866667,187.6373386525,410.155558266667
"1993","MRPS25",4688.19805925,7952.83186766667,868.27715805,83.360149385
"1994","MRPS10",1190.7664336,2625.98299166667,NA,130.09730911
"1995","MRPS35",3299.77471925,2774.87361633333,98.39421512,65.064477925
"1996","MRPS5",5509.98693825,9680.367838,NA,NA
"1997","MRPS36",10288.2330345,5138.61466466667,NA,NA
"1998","MRPS11",7402.82397475,8654.916505,247.650308625,77.7917188033333
"1999","MRPS15",2656.41952525,4682.873535,805.721069325,294.0425415
"2000","MRPS21",2473.55798325,2603.92325833333,NA,NA
"2001","MRPS34",8955.1080325,29446.7089866667,43.2350647475,194.7334264
"2002","MRPS6",2708.59246825,4336.46126333333,NA,108.903769163333
"2003","MRPS9",7378.87146,10771.5260433333,139.77042262,469.069051133333
"2004","LACTB",6393.900879,5923.42675766667,132.8522625125,NA
"2005","RPL24",4497.3992615,72568.02344,NA,1844.30350766667
"2006","CBX1",4451.46086136667,1590.14951593333,NA,NA
"2007","ARF5",9269.26001025,9083.48535166667,2949.131348,1182.43100993333
"2008","RHOG",239.439224233333,2157.14091006667,NA,166.2331467
"2009","RPL19",2107.63430775,30262.1419266667,NA,398.697583533333
"2010","SRSF3",4177.355774,357965.395833333,NA,902.190388966667
"2011","CCZ1B;CCZ1",3192.58526625,2555.03385433333,NA,56.56187107
"2012","SHC2",9142.43176275,8402.899006,NA,NA
"2013","DGCR2",629.1459961,NA,NA,NA
"2014","VLDLR",227.85053,1306.27117926667,NA,432.0691147
"2015","PKD1",1018.051979,1304.9432375,NA,NA
"2016","XIAP",2290.456603925,1631.07177733333,136.683352126667,339.985590956667
"2017","EFNB1",3283.149414,2723.14542666667,413.370910625,351.784124993333
"2018","FGD1",1224.014877525,678.0594177,NA,NA
"2019","RBM10",6510.04705725,14626.4895833333,NA,564.2223816
"2020","RBM3",2535.70007325,15202.03613,NA,327.475392633333
"2021","ATP2C1",1325.888687175,2855.570394,NA,NA
"2022","ATP11A",1466.2174073,2080.615804,NA,NA
"2023","CYCS",28704.884275,45862.84375,NA,46.7789567333333
"2024","MPP1",4011.2231445,5628.75341766667,NA,NA
"2025","TFAM",5719.9659425,18828.6565766667,73.2510474666667,NA
"2026","PITPNA",7877.3791505,5668.832845,369.75447465,105.84102251
"2027","SLC25A3",131899.9336,137835.523466667,NA,342.7531306
"2028","HDLBP",6754.29992675,20386.8678366667,248.112623856667,481.678146366667
"2029","CDK5",12446.39111275,8488.873047,NA,70.126571655
"2030","CDK16",3735.114075,3576.100586,NA,NA
"2031","CLTC",422103.70315,309402.500033333,393.872715,3333.91943366667
"2032","FKBP3",25090.30713,61223.7265633333,393.521598825,324.0886307
"2033","REEP5",22598.4512925,20117.913899,540.069007775,708.140279133333
"2034","SORD",5213.47009275,3426.463623,559.220275866667,2332.59102366667
"2035","HNRNPU",2524.55242925,330687.2188,NA,3695.37703466667
"2036","B4GALNT1",2410.73284925,4383.01359066667,NA,NA
"2037","CACNA1B",6152.17565925,1939.23050933333,111.283892323333,NA
"2038","PDE1B",2242.62255875,1392.82885766667,430.295074433333,250.3505122
"2039","SPTBN1",195618.08205,121149.3594,NA,1877.716553
"2040","TIAL1",701.7780355,3843.09846966667,NA,447.366027833333
"2041","SET",2601.82251,76610.7148433333,56.60820516,699.9928946
"2042","SRSF2",1171.82407633333,47144.8857433333,NA,652.39256285
"2043","AMPD2",45626.7627,25377.16797,NA,204.3754196
"2044","FABP5",36463.9921875,28326.5130233333,NA,306.7086258
"2045","ANK2",80749.7578125,25337.19271,NA,217.481653833333
"2046","CAP1",61985.0585925,28745.88802,2197.51266475,683.883478766667
"2047","HMGCS1",6554.05957025,9056.47656266667,89.5347108833333,389.548268666667
"2048","SLC7A5",19247.13501,10455.5061863333,1732.686849,1180.16031876667
"2049","EXOSC10",4457.37799075,13002.9514966667,NA,NA
"2050","PFKP",24344.7773425,14757.1575533333,248.762863166667,118.93779118
"2051","ATP2B2",2582.3187255,1229.461365,NA,194.10068895
"2052","EWSR1",4797.825765,25391.49349,NA,NA
"2053","OCRL",7467.232056,4096.88745133333,83.8320465166667,NA
"2054","PLCB3",5298.6343995,4935.722819,NA,NA
"2055","ROR2",7914.46850575,6236.517578,313.018512725,843.4983724
"2056","AKAP17A",1505.38165293333,4256.52913433333,NA,NA
"2057","DHODH",7615.78027325,6088.11914066667,108.2710141975,300.268122366667
"2058","PRKCE",6231.74938975,2610.218506,83.8695535675,208.649419166667
"2059","OGDH",62511.624025,63254.35677,NA,183.821050033333
"2060","CENPE",6639.9626465,7307.13053533333,NA,133.710826885
"2061","CNTN2",5013.02233875,1905.5045571,84.3664977675,395.835262936667
"2062","ALDH6A1",24615.2182625,30967.9641933333,468.296737666667,525.245339706667
"2063","BDH1",12585.2583,9982.393556,220.055090895,105.4817562
"2064","APBA1",3796.0305785,1073.98482253333,205.389699266667,159.295856955
"2065","DSG1",349.660380066667,275.7939682,NA,NA
"2066","RPL18A",1968.20431525,49287.9466133333,NA,501.4846802
"2067","CACNB1",5861.88501,2333.63098166667,NA,153.0615438
"2068","MAP2K1",7649.935425,10827.317546,311.3297043,159.878330245
"2069","MAP3K10",1366.7791901,NA,NA,NA
"2070","FKBP4",11842.864501,13384.6227243333,190.975326533333,477.2175293
"2071","NUCB1",991.688354425,8116.89591433333,NA,162.058410653333
"2072","RPL6",5722.0613405,192346.104166667,85.9092993725,1929.56599933333
"2073","TOP2B",12386.264212275,19510.6660166667,209.35432337,254.301518766667
"2074","AKAP12",40564.257815,10485.2939453333,428.09072875,297.792709333333
"2075","SLC25A11",90431.17578,103034.966166667,2230.99829125,1567.46960433333
"2076","DST",11121.67089925,12362.6754566667,NA,133.3741531
"2077","GNA12",1329.04692085,998.590555733333,2759.566081,842.875081366667
"2078","ACY1",4540.60858175,2280.76241066667,NA,156.252558393333
"2079","KMT2A",313.800643933333,467.6071574,NA,NA
"2080","PTS",2415.349243,765.9284058,NA,NA
"2081","MVK",10659.5163575,5724.68977866667,212.153162,153.834963466667
"2082","CEBPZ",961.998138533333,5016.08764666667,NA,73.1893418733333
"2083","RELA",6557.7006835,4744.24877933333,NA,NA
"2084","UBXN1",15454.0749525,11268.0068353333,NA,NA
"2085","GBE1",5613.942627,5053.52262366667,NA,NA
"2086","EIF4G1",11526.977052,22955.9049466667,237.224802666667,345.006754533333
"2087","TLE1",1398.013509,9670.94336066667,NA,122.57193373
"2088","GLO1",32919.5263675,31514.96875,1627.7720796,3708.25455733333
"2089","ACVR1",3753.3981935,1379.74802636667,NA,16.26218319
"2090","AKR1C1",28989.8447275,20278.3111966667,NA,39.26304913
"2091","SSBP1",23253.88818,26806.6028633333,NA,121.244659445
"2092","REL",438.9515915,193.89122775,NA,NA
"2093","YWHAH",69270.644535,43161.4023433333,NA,522.076446533333
"2094","CSTF1",7517.84537933333,5181.601237,NA,159.7362849
"2095","UBE3A",6785.776001,12242.6529966667,NA,207.586456266667
"2096","DNM1",30996.4096675,10237.740886,NA,89.7344996133333
"2097","PTPN12",3360.1793215,2505.058838,699.398826575,394.247421266667
"2098","PTK2",10693.76343,7257.394857,480.719909675,929.468038033333
"2099","LIPE",1619.70642075,900.8070829,2519.66939555,NA
"2100","SRSF11",19046.83724,23475.1725266667,NA,3229.180827
"2101","EEF1A2",66190.85254,75395.5390633333,30.9062315633333,531.5001119
"2102","PRKCD",10813.873698,4937.82763666667,NA,NA
"2103","CALD1",1591.4312745,4382.85384133333,402.14400991,444.517537433333
"2104","CHRNB3",1149.627944825,1466.12048343333,NA,NA
"2105","EML5",13553.585937,9502.98079333333,603.70928955,523.57154845
"2106","CTDSPL2",308.167419905,2699.69647193333,NA,NA
"2107","PTPN11",14010.6640625,7309.78418,560.33811965,112.736441953333
"2108","KDSR",1767.37368775,2611.10660833333,NA,NA
"2109","PPAT",24260.876955,21458.5826833333,NA,103.26776886
"2110","GFPT1",5633.64807125,9827.86783733333,NA,186.6108996
"2111","AOX1",1319.21844475,2999.26993833333,NA,27.686514855
"2112","PSME1",4738.24237075,7112.44726533333,NA,NA
"2113","APLP2",3649.8744505,2463.94527166667,212.8915615,1003.4186198
"2114","FMR1",2509.54287725,17023.23112,NA,217.97890409
"2115","PRDX1",658473.5625,396469.385433333,70.3517488,2595.39656566667
"2116","CDK18",1636.54302975,847.61122145,425.303047166667,480.4211426
"2117","RPL18",3525.1375735,95916.90365,NA,207.065877266667
"2118","C1QBP",65989.5986325,75288.3020833333,226.4564228,423.301035566667
"2119","CKAP4",6540.83129875,70532.04557,NA,233.266153956667
"2120","TJP1",8085.94030775,9217.01660166667,202.4404354,317.055969233333
"2121","PDE4B",1402.45033245,624.2052816,NA,315.532957085
"2122","KHDRBS1",898.979431275,44812.4466166667,NA,178.7726936
"2123","BAX",11291.01953275,8337.01790366667,327.198783875,320.94140435
"2124","BCL2L1",3993.82037375,2581.94954433333,NA,NA
"2125","POLE",2582.20600383333,3252.16158033333,NA,135.65968418
"2126","KLC1",143857.746125,52299.27995,209.8761444,1502.927002
"2127","SOS1",5213.480835,2558.05468766667,NA,NA
"2128","LRP1",10494.3930665,19237.49349,172.7344513,803.0784912
"2129","SRSF1",4029.58160425,288908.4792,1685.730407425,2292.48482266667
"2130","ARHGAP1",31023.5507825,15641.6106766667,136.621034625,214.925394673333
"2131","PCDH1",10866.2927245,2906.549764,126.9133930275,408.587036133333
"2132","PPP3CA",36405.94336,15453.6412766667,NA,36.329590795
"2133","DHX9",2814.111572,125448.1849,109.706461563333,235.594355266667
"2134","CRYZ",6495.79418925,6746.60514333333,NA,NA
"2135","DDR1",811.261299225,109.819785095,NA,NA
"2136","GOLGA3",2089.233063,3013.55346666667,NA,NA
"2137","GOLGA2",3179.60034195,8399.32942733333,104.464305863333,78.71725654
"2138","LGALS3BP",3928.221924,11058.10905,NA,21126.2581197667
"2139","MFGE8",3723.02825925,4101.980306,142.4172236,118.188101463333
"2140","DMTN",14431.4687475,6136.125163,NA,175.097050966667
"2141","PDE4D",6722.46289075,14458.3609643333,NA,NA
"2142","PUDP",2829.68762225,1181.29764826667,NA,NA
"2143","SPOCK1",3257.71557633333,2897.89099133333,421.062133766667,1890.48758966667
"2144","CD47",34997.2275375,14668.9182943333,NA,NA
"2145","PPID",7704.16613775,9515.842124,NA,212.551762933333
"2146","ADCY1",1781.206726,1204.04907205,646.7084274,6267.16318826667
"2147","CAMSAP2",5299.96301275,4472.592936,101.9284229275,316.462285366667
"2148","SPIRE1",5497.59021,2248.91691066667,NA,NA
"2149","VAC14",16774.2683125,9274.36458333333,NA,NA
"2150","NSUN2",1504.6347353,13241.00358,221.0213499175,102.87830863
"2151","DMWD",2359.6689455,2105.07173666667,4353.40802,1384.14921063333
"2152","RBBP4",1861.17700175,22920.0468733333,226.41041949,452.814900733333
"2153","NCBP1",1306.15357205,15352.38379,NA,NA
"2154","EP300",3161.015381,4600.220133,NA,NA
"2155","AHNAK",1657.74096675,3145.88265,291.54464593,150.047884646667
"2156","FCHO2",1909.364075,2336.411784,NA,NA
"2157","SPEM2",2426.69427475,935.939331066667,NA,NA
"2158","HSPA14",1813.09802225,2568.018392,447.485351566667,448.000071233333
"2159","SCRN3",6380.41333025,5235.71875,NA,NA
