"","PG.Genes","row_mean.HN_L","row_mean.HS_L","row_mean.HN_H","row_mean.HS_H"
"3814","RMC1",3143.36920175,2047.298462,258.51022199,771.4057617
"3815","MRPL38",14570.8291025,22008.1588566667,1678.64816275,1078.6741334
"3816","RSPRY1",1938.3347775,651.197998033333,88.7800226066667,NA
"3817","ERLEC1",3024.23742675,9659.84114566667,NA,239.40037535
"3818","CLIP3",3298.46337875,3101.17244466667,402.0055584725,5396.01961266667
"3819","MRRF",2388.055237,3631.24218766667,138.684318553333,60.50680351
"3820","RAB3C",51578.5673825,14171.3789066667,146.4986725,1446.55472713333
"3821","YIPF6",3006.143097,2030.32374056667,474.847793575,1779.52195226667
"3822","SEH1L",1268.0544509,8295.59440266667,63.9835879033333,409.868375383333
"3823","KIFBP",2621.67367525,5644.665039,1119.132934625,1131.89575203333
"3824","GNPNAT1",2005.0008088,1773.52380366667,NA,NA
"3825","FAM120B",2067.7559205,7710.23030633333,NA,NA
"3826","KTI12",1551.99519833333,1083.3383584,NA,216.415995266667
"3827","MRPS24",4824.3202515,7434.67561833333,355.206306425,376.9814555
"3828","MRPL53",3397.515747,2789.71411133333,504.36837005,278.5425288
"3829","RNF31",2185.173462,1143.5000206,NA,NA
"3830","CCDC51",30330.81726125,12097.20931,NA,206.8828583
"3831","DNAJA3",12244.988525,17893.47884,NA,162.07378385
"3832","PTCD3",11013.6855475,15298.4179666667,NA,212.568511966667
"3833","MMAB",4881.69805925,4003.85587533333,177.045066825,155.3357773
"3834","CYFIP2",45451.825195,20516.5774766667,174.228836075,116.242273966667
"3835","SAT2",2805.16870125,2051.14921066667,NA,NA
"3836","NRBF2",1151.936679975,NA,NA,NA
"3837","CCDC97",1026.118194625,1037.24621593333,NA,150.361032476667
"3838","CNRIP1",151190.472675,72117.8515633333,NA,201.5706304
"3839","EDC3",2627.80282575,6509.71158866667,NA,42.300249575
"3840","PHYHIPL",9454.8743905,10806.5003243333,245.5057821125,255.6550598
"3841","LINGO1",37460.9140625,10247.1188133333,479.004417425,597.947875966667
"3842","DYNLL2",14308.9792475,45966.9619166667,1134.34201816667,851.0843811
"3843","CPNE2",1688.126937675,4063.366862,1065.38552075,1547.35062683333
"3844","DTD2",530.75216675,242.118016563333,NA,NA
"3845","SIPA1",2156.660563,NA,NA,NA
"3846","ASIC4",1379.02398675,3817.88525366667,118.581082646667,364.275777166667
"3847","SCRN2",3629.385376,2733.92171233333,263.9397259,274.6178131
"3848","OTUB1",55742.6669925,43862.1380233333,1001.232681175,1508.73482233333
"3849","CHMP6",11624.2128925,4700.940918,939.0592728,452.944862366667
"3850","BICD1",3628.34838875,1711.80582666667,NA,244.13573455
"3851","PGM2",3233.26709,5281.88069666667,NA,NA
"3852","CERS2",2505.65396125,3945.37809233333,2101.359782,1060.40359486667
"3853","CFAP36",8621.01770186667,480.8546753,NA,NA
"3854","DUS3L",1284.788625,1209.50980636667,NA,112.257390326667
"3855","NUDT11",1815.58976725,2411.61230466667,319.22267535,NA
"3856","BSCL2",27318.8042025,26149.92448,286.759613025,483.399571746667
"3857","SDSL",4863.848877,3213.04256166667,158.479817703333,185.847132373333
"3858","MRPL48",1817.37814325,3081.83959966667,2125.780014075,1061.70872003333
"3859","VMP1",2888.498108,6242.78222633333,NA,NA
"3860","PDXP",33932.3618175,17681.8427733333,NA,2284.88545733333
"3861","DMAC1",1198.604248,3989.69628933333,NA,NA
"3862","DCUN1D1",3327.9903565,2651.33740233333,NA,66.774280545
"3863","FAHD2A",22310.03833,22946.0084666667,NA,NA
"3864","PLPPR2",2575.5345765,2015.01489266667,NA,NA
"3865","RUSF1",14244.1806625,12998.87793,52.9760182666667,121.135690705
"3866","BORCS6",728.195983875,1085.93157973333,NA,NA
"3867","MARS2",2388.601593,2133.24967466667,50.41746999,58.32291603
"3868","ZC2HC1A",33393.9218775,10989.9899073333,NA,224.191176103333
"3869","SLC41A3",3222.61340325,2707.72127266667,70.65623729,NA
"3870","SNF8",6730.35083025,2730.09366866667,NA,NA
"3871","SLC25A44",1503.452423,2741.462972,NA,52.923560145
"3872","CCDC120",1919.7486167,NA,NA,NA
"3873","PDLIM5",1013.40370165,1838.46781433333,NA,61.788583755
"3874","CRELD1",1008.6069259,1419.9511923,NA,52.971559525
"3875","ERO1A",12379.0639625,20701.0013033333,148.6697654625,51.06536293
"3876","TMEM169",4162.87365725,1420.42574066667,126.1333742075,89.9986120766667
"3877","FMC1",3472.0437315,2226.435832,NA,NA
"3878","AHCYL2",11477.2604975,8103.13167333333,NA,111.242116293333
"3879","REEP6",2009.93029775,1160.7097168,NA,68.653831485
"3880","PGAM5",9430.35314925,10005.6100233333,226.0156097425,236.225516013333
"3881","SGSM3",8690.441406,8314.938925,NA,NA
"3882","DIRAS2",3450.91815175,2032.62854,NA,NA
"3883","TMEM41A",2940.38311775,5801.18522133333,NA,160.45487975
"3884","INTS4",325.44484328,1996.16206833333,NA,NA
"3885","DDRGK1",2808.580322,4764.45621766667,NA,156.812166213333
"3886","DHTKD1",3982.34729,4315.965902,NA,155.89398959
"3887","SCLY",386.054042825,2600.24609366667,NA,NA
"3888","RBM17",1618.938436,10244.0992826667,NA,108.034367883333
"3889","PPP1R16A",3601.810547,563.2323812,NA,NA
"3890","RCC1L",1133.978882,3424.41186533333,182.29018975,107.303024295
"3891","NARS2",10528.8647455,13214.4677733333,NA,52.247049335
"3892","SUCLG2",4877.13708475,6490.165039,NA,246.476605733333
"3893","FBXL20",4333.9076535,3503.74576833333,279.3463033,6384.5404374
"3894","LRCH3",1755.925781,1676.08044433333,NA,NA
"3895","GMPPA",4394.3640135,5506.67968766667,NA,1009.86948656667
"3896","BOD1",847.1043854,218.4934921,NA,NA
"3897","ABHD14B",977.876037525,865.7796426,1127.48471065,1801.60858166667
"3898","NGLY1",2506.32864375,2484.801595,NA,232.314249666667
"3899","ATP5MD",46372.85547,39271.45443,NA,NA
"3900","PAWR",3216.80722025,1539.069092,NA,46.8459148433333
"3901","THOC3",4066.442566,6036.07910166667,87.64578565,236.240450556667
"3902","ITCH",2001.5473025,1142.6848347,NA,131.09035112
"3903","TXNDC15",370.779848733333,2126.80452466667,358.823895793333,526.237925233333
"3904","KIRREL1",5980.9713135,2840.747884,350.488521575,322.934397366667
"3905","LRIG1",589.750142433333,1163.55480966667,NA,352.115315733333
"3906","COG3",2888.178894,58171.9095066667,36.8226337433333,176.49116135
"3907","CDK5RAP3",6729.5827635,10308.253255,NA,225.404544173333
"3908","VPS39",2523.11431875,2240.14701333333,NA,103.044692035
"3909","MAP6",36647.5810575,16735.85124,NA,182.543576566667
"3910","VPS50",2503.8812255,2497.46858733333,NA,NA
"3911","MAGED4",674.180297833333,1461.284546,NA,977.050659266667
"3912","ZNF469",846.149454633333,NA,NA,NA
"3913","VCPIP1",7303.27783175,3889.87467433333,629.653541525,502.039621966667
"3914","RADIL",1784.654877,661.223734533333,NA,NA
"3915","ELMO2",6615.51586925,5023.22721366667,NA,157.2210388
"3916","TMX3",3933.797424,5199.800293,126.897949233333,335.263758333333
"3917","ZNF462",866.77517695,3158.73510733333,NA,1089.74560553333
"3918","CCDC136",19354.87565,15951.73828,NA,NA
"3919","NEURL4",1278.426605,592.081960033333,64.47275305,26.89452934
"3920","DCHS1",996.8951416,837.0974224,NA,14.25332308
"3921","SERAC1",3146.6081545,2117.32291666667,NA,NA
"3922","BTF3L4",6573.8737795,19939.3268233333,1638.1695608,3393.967936
"3923","RNF170",2786.12854,3449.31835933333,NA,NA
"3924","ZFYVE19",4391.929535,NA,NA,NA
"3925","USP47",7812.28759775,7028.868978,NA,89.3284123733333
"3926","CLPTM1L",2291.029541,2854.386963,NA,77.422946455
"3927","SCYL1",4795.0409545,3929.47387733333,NA,NA
"3928","EXOC2",12934.5576175,7936.38492833333,382.0612488,346.450291966667
"3929","CNDP2",55806.7871125,35078.66927,NA,150.149135575
"3930","PPP1R13B",2553.7821655,1596.96167,313.40891645,24101.4529596667
"3931","FAM210B",4525.3491515,5855.04654966667,NA,NA
"3932","FAM167A",5576.425171,3261.989746,NA,NA
"3933","MARK4",5142.99572725,2306.94217933333,NA,NA
"3934","SNX27",5434.517334,9515.806317,NA,80.654706955
"3935","IFT74",1608.29928575,2047.64933266667,NA,NA
"3936","SENP8",1485.8617555,887.041137866667,NA,NA
"3937","CNOT6L",12169.4533581333,11895.2506506667,NA,525.858764666667
"3938","DHRS1",1936.74893175,2689.00358066667,NA,330.746213266667
"3939","DNAJC30",846.457204133333,1551.53245056667,NA,NA
"3940","C9orf72",2676.42984025,1856.393229,NA,107.99762218
"3941","CARD19",1936.60794075,860.052184933333,74.0203247166667,156.959484115
"3942","PRRC1",1139.514678925,3741.68693033333,NA,NA
"3943","FGD4",22713.9272475,10266.9098303333,NA,NA
"3944","BMERB1",2574.54034425,3972.61360666667,702.95443725,4252.06656933333
"3945","FBXL18",1592.025116,2867.20792666667,217.525421133333,230.950978566667
"3946","ZNF512",1612.81474293333,20302.41667,NA,NA
"3947","COQ10A",3831.734741,2465.291341,492.052419033333,874.9868697
"3948","PCMTD1",1250.697998,2321.10795066667,NA,NA
"3949","TMEM68",1932.93453975,3018.93375666667,NA,NA
"3950","KCTD7",2820.5240785,1251.39068633333,NA,NA
"3951","CCDC43",6369.6343995,2013.468465,NA,NA
"3952","COG8",1503.576972925,2272.62426766667,NA,NA
"3953","CMTM3",2997.7576142,14921.40137,NA,NA
"3954","WDR92",1140.09086123333,1202.4322509,NA,NA
"3955","GDAP1L1",65033.6084,29895.3404933333,78.66748427,414.409383133333
"3956","SPATA33",1984.82211325,881.656921233333,NA,27.994322775
"3957","PWWP2A",723.663360533333,3355.09375,NA,NA
"3958","MBOAT7",5221.109253,6143.33431,NA,NA
"3959","DOCK7",11799.45923,7105.92301433333,856.6956025,607.885325133333
"3960","LRFN5",19114.0788575,6015.53906266667,NA,NA
"3961","RUNDC3B",3594.72583,3029.03710933333,NA,NA
"3962","NAP1L5",1305.68808,1154.0438845,NA,NA
"3963","CNTNAP3B;CNTNAP3",5215.9035645,3858.43473333333,NA,NA
"3964","DACH2",918.8600057,NA,NA,NA
"3965","AGAP3",16742.80835,7698.401367,NA,NA
"3966","ARAP1",311.2167562,1905.954305,NA,1105.39200894
"3967","ACAP3",2258.535797,1553.43204733333,NA,68.81127548
"3968","GPR101",744.193196766667,960.35333245,NA,NA
"3969","IPO9",27097.7768575,23659.5657533333,362.720433566667,1140.42683916667
"3970","OLFM3",1088.439315775,666.320343033333,NA,NA
"3971","MIA2",1316.236316775,3391.57531733333,NA,NA
"3972","DCBLD2",18623.50635,10597.5094396667,NA,NA
"3973","ARHGEF17",1371.48544305,1428.33793133333,160.7484121425,291.627304066667
"3974","INPP4A",12769.1477075,6666.91927066667,352.81664655,171.704973846667
"3975","RCHY1",990.87635405,2972.44319653333,189.4098918,4003.94503306667
"3976","SORCS2",2054.20959475,2394.14709466667,NA,NA
"3977","NEDD4L",9586.2978525,6332.604004,280.61667633,272.118199666667
"3978","QKI",436.5118866,2315.69307466667,NA,NA
"3979","SYNGAP1",5059.08941625,3535.79549166667,129.29730607,1407.2094928
"3980","FMNL2",7614.91235375,4450.42521166667,NA,102.08152389
"3981","NEK1",2738.90710475,2308.51631666667,838.5847575,193.32148233
"3982","PUS7",1194.67350293333,2937.56844066667,NA,NA
"3983","LMTK3",803.472518925,1787.99682633333,NA,294.47271983
"3984","TRAPPC9",7440.55871575,3865.772298,36.84679985,234.0789261
"3985","TRNT1",3244.79565425,5540.61181633333,425.464187633333,64.66645812
"3986","SMG1",2452.9151,2292.61975133333,NA,NA
"3987","ALS2",3994.8633425,2291.148641,NA,NA
"3988","KIF20B",379551.1211,310305.927133333,NA,NA
"3989","SLC38A2",461.458847066667,1425.950114,NA,NA
"3990","FYTTD1",3436.6843262,5286.82942733333,NA,NA
"3991","SLC2A13",2768.1953125,1778.27543133333,NA,NA
"3992","RAB3IP",1260.26000985,NA,NA,NA
"3993","MTMR9",3054.05920425,1664.89473466667,651.0133705925,1365.48850506667
"3994","VPS35",67163.64746,55538.7591166667,NA,159.87050754
"3995","PCDH15",1486.36800133333,1885.91353366667,NA,NA
"3996","XPO6",786.183349625,2642.27827966667,NA,NA
"3997","MAGI1",8950.7669665,4663.68204733333,NA,NA
"3998","PANX2",281.661473566667,NA,NA,NA
"3999","PANX1",2800.95562725,948.2104085,1062.1301115,370.500300066667
"4000","SNX18",7964.578613,3914.499756,NA,NA
"4001","VPS13A",6558.3306885,5260.90429666667,232.69101335,175.6013972
"4002","GFM1",5672.47827125,13111.9326166667,1548.1110382,1071.13665766667
"4003","ERGIC2",282.2327566025,2365.053304,NA,82.834512685
"4004","MCCC1",5132.854004,4845.77148433333,32.3838901525,177.212885566667
"4005","CAMKK2",3616.6851195,1276.45233163333,NA,NA
"4006","NUDCD1",4509.66564925,4161.77669266667,46.3163436266667,93.08316229
"4007","ERBIN",1370.53010565,1475.49759933333,NA,NA
"4008","FNBP1",8546.2332765,14894.0490713333,134.96594491,184.2736257
"4009","IFT140",1845.78408825,2274.49202466667,NA,82.2148596433333
"4010","LMF1",1574.278053325,4486.35245766667,2544.89174903333,2297.52054866667
"4011","METTL26",2338.645691,2950.15779633333,NA,833.54425805
"4012","RPS6KC1",929.144470125,852.159749366667,151.112153366667,204.261507055
"4013","PIGS",4480.584961,9294.38281266667,629.01141735,909.4473269
"4014","WRNIP1",550.420084666667,11397.99121,NA,601.194203666667
"4015","RANBP9",1717.67523175,2419.357422,NA,NA
"4016","CLCC1",1109.40505975,1108.51546233333,NA,NA
"4017","LYSMD1",3303.3831785,NA,NA,NA
"4018","MYADM",30624.4047875,20962.6790333333,1501.55435175,1276.92631013333
"4019","PPP1R9B",14161.17798,5040.254964,NA,16.031775
"4020","KCTD15",5331.55261225,1927.741455,NA,107.575022366667
"4021","STRBP",727.898976766667,15768.4427066667,NA,383.288462333333
"4022","TSPAN18",14577.67334075,5956.56119766667,NA,NA
"4023","SIN3A",2609.00875875,8300.868815,NA,267.8458303
"4024","OSBPL9",4641.12109375,4349.84383133333,NA,794.82576
"4025","CRBN",8274.34753425,6337.17822266667,81.69324365,135.110478713333
"4026","ADO",19721.9609375,16167.7210266667,NA,125.217762
"4027","RUFY1",4163.0651855,7217.86645666667,46.8291689533333,187.94610595
"4028","MMS19",15475.22998,15348.5579433333,NA,NA
"4029","SLC9A7",1626.9559937,1756.204651,156.19533793,1033.86105365
"4030","NIBAN2",4224.7058105,2623.626465,NA,NA
"4031","YME1L1",3223.51532,7330.01269533333,NA,NA
"4032","RMDN3",19284.973145,18362.7578133333,191.0296392475,139.03581684
"4033","SCN2A",2924.63943475,2145.1461185,550.8323822,678.169808786667
"4034","CYTH2",12015.039795,9389.623047,NA,211.237693776667
"4035","TBCB",14831.244385,10674.2366566667,482.9335499,396.222768166667
"4036","PSMB7",6559.487671,8025.86914066667,225.2159983,41.773662565
"4037","CNN2",1901.22079475,2396.48470053333,NA,399.151967366667
"4038","SEC62",2086.7405281625,1678.217346,414.529530833333,315.024092686667
"4039","PCYT2",7800.42822275,4645.06901066667,440.38786315,1147.36328166667
"4040","CDC5L",1135.1520793,24066.5904966667,NA,2563.50769033333
"4041","PSMD1",34251.1108425,40099.14323,180.9992036725,526.648529066667
"4042","SDF2",708.068328875,1047.53338623333,663.018046066667,207.5373942
"4043","PFDN5",2277.3640444,2065.134481,NA,NA
"4044","PAFAH2",743.375467933333,1251.36336246667,NA,137.08404924
"4045","AGAP2",1654.17620875,1101.70944186667,NA,71.52267456
"4046","RNF2",1933.015991,7831.827962,NA,111.781307236667
"4047","PARK7",35235.336915,24637.4791666667,1944.167343175,979.5605876
"4048","NEU1",830.6650186,8716.50748666667,NA,490.851938866667
"4049","SORT1",2721.8867185,8444.12744166667,1860.8907621,912.381429
"4050","VAT1",450417.007825,113753.903666667,417.276184075,1295.38110366667
"4051","DNAJC2",4857.59112575,11191.607748,87.1720962366667,113.11597825
"4052","NUP88",547.0780377425,5489.40315733333,NA,NA
"4053","PKP4",45861.5830075,13659.4681,NA,NA
"4054","PIK3R4",3720.0251465,3093.14306633333,NA,40.605359075
"4055","SERPINI1",2398.5400695,2842.35848,229.334810866667,560.143290166667
"4056","POP1",3516.765457275,4112.100749,NA,89.65023803
"4057","TSNAX",2900.255951,3067.95043933333,299.16492081,840.475331733333
"4058","NDN",1254.6787108,1722.98889166667,NA,532.1499481
"4059","SEPHS2",1226.038589675,1925.59700526667,479.942489625,326.948740666667
"4060","EIF3C",4752.3863525,52185.3359366667,NA,740.459696466667
"4061","TTC1",1345.85028075,1309.5185752,NA,55.52568054
"4062","DNAJC7",4320.27392575,7334.975586,3651.2684325,3594.26114933333
"4063","C12orf57",718.1848526,1074.91018655,NA,NA
"4064","PHB2",85693.820315,109859.9349,NA,279.385835655
"4065","COPS8",15901.9584975,8926.31282566667,NA,216.026472743333
"4066","SDHC",1984.0390625,1734.937744,462.3000642,113.19555028
"4067","CHP1",16353.8037125,9076.57063766667,58.5918674466667,44.569288255
"4068","FEZ1",3434.133545,1128.39373803333,NA,23.51408958
"4069","LYST",1210.590026825,298.244466133333,NA,NA
"4070","ATXN2",7447.28710875,3083.04614266667,NA,164.667751333333
"4071","MTR",2223.96029675,2446.759847,134.439603166667,72.976284025
"4072","HSD17B10",61780.4101575,63478.0976566667,459.6307144,504.255279533333
"4073","SEPTIN5",9030.9003905,4010.81884766667,NA,224.980717966667
"4074","SIGMAR1",6432.9053955,9097.699707,129.1256892,135.3229523
"4075","HNRNPAB",3837.8608323,12531.0664066667,NA,169.99117024
"4076","NAP1L4",61582.5156275,45704.2187533333,NA,357.9861908
"4077","MGST2",2527.437195,3507.55017066667,NA,NA
"4078","NAPG",29521.5664075,12289.87728,NA,78.960357665
"4079","PIP5K1A",12908.494385,4822.38403333333,227.4380397625,377.531773866667
"4080","TXN2",2217.246215975,2472.42504866667,399.455032333333,634.7783203
"4081","ABCA3",4006.9036255,3788.698568,NA,120.985507946667
"4082","MAP3K3",960.71484385,NA,NA,NA
"4083","DMAC2L",13346.25122,9611.52864633333,NA,51.662776945
"4084","OLFM1",10192.6955565,4194.93074566667,215.507047026667,280.8637848
"4085","MIPEP",1379.90789775,2582.99080433333,NA,NA
"4086","ACO2",126263.103525,99077.3437466667,218.396656025,1434.24164826667
"4087","TM9SF2",4399.725708,30099.2532566667,606.79589845,864.082082133333
"4088","SLC29A1",3350.2214355,4441.05973333333,NA,246.0204366
"4089","TSG101",12172.6672375,6888.676107,48.669101955,71.76416397
"4090","CPNE1",54174.563475,27571.91276,NA,117.505157465
"4091","CCT7",52247.33008,73932.7278666667,NA,728.790222166667
"4092","EBNA1BP2",907.857360775,3292.12703466667,NA,NA
"4093","PRMT1",16041.807375,73617.7473966667,NA,798.516703166667
"4094","BAG1",2101.01803575,2232.31217433333,NA,106.657015473333
"4095","AGPAT1",23183.82544,20918.1595033333,221.458531733333,902.0570474
"4096","PRRT1",4386.0740965,4333.33544933333,NA,NA
"4097","SH3GL1",16270.3147,6734.59195966667,NA,80.88446711
"4098","SH3GL2",16963.5732425,5242.66723633333,1975.744277825,1831.9641013
"4099","SH3GL3",3305.77215575,469.2457657,NA,NA
"4100","GDF15",1219.22426353333,1636.51865656667,NA,130.52453231
"4101","AKAP9",2247.8565675,3287.23453766667,70.60940169,74.45297241
"4102","DPYSL5",221651.88285,120070.158866667,1004.91279615,1867.17439766667
"4103","NIPSNAP1",95225.1298825,91399.6875,27.0151958466667,404.079772933333
"4104","ARPC5L",34012.649415,14326.7822266667,NA,NA
"4105","MICU1",2495.1297915,1997.80851233333,NA,133.75568007
"4106","C7orf25",1236.89431765,1390.71004233333,NA,NA
"4107","PAIP2",674.924326566667,1351.348999,NA,NA
"4108","MAPKAP1",1167.175216575,1770.26503503333,NA,NA
"4109","RBM4B",1602.0807953,37177.5585966667,NA,1116.48575826667
"4110","SPOCK3",4491.031433,3150.109782,503.3473002,1044.87530515
"4111","DDX50",637.600433353333,9132.84293666667,NA,NA
"4112","MRPL34",6571.4229735,9943.487957,NA,NA
"4113","ELAC2",584.037216175,3797.91040033333,NA,NA
"4114","TRIR",704.515926275,3974.96044966667,NA,NA
"4115","GRWD1",1284.09573375,5560.59830733333,NA,NA
"4116","MACROD1",9344.5247795,8656.53922533333,218.388309475,150.583468096667
"4117","TCF25",1462.5871275,1894.8691,71.47456885,509.24349975
"4118","ECSIT",6161.8095705,8344.20263666667,144.5299224625,NA
"4119","WDR77",12913.1911625,23398.85742,235.12664795,13756.4277333333
"4120","CYBC1",894.661987133333,792.727803666667,NA,180.349660233333
"4121","VKORC1",5425.7158205,6276.15120433333,286.6997884,712.462979676667
"4122","DPH2",1972.15042125,1328.04250056667,362.061827655,82.17650986
"4123","MRPL57",428.62971495,803.240234466667,1391.921913175,1308.01291923333
"4124","TUBA1C",5425.73522925,5965.52832033333,NA,373.094512966667
"4125","SYT3",2552.5042115,547.108032233333,142.526334775,261.3697281
"4126","NUDT12",1552.460907,11235.78841,NA,NA
"4127","SGIP1",16072.3159175,5944.576009,43.39262581,NA
"4128","PSD2",4007.633667,3052.80045566667,NA,NA
"4129","MGME1",2777.591308725,2288.42285133333,NA,90.93887331
"4130","CLSTN3",2980.2127685,1624.274129,60.1770610833333,533.7787679
"4131","SULT4A1",9780.381348,2969.76822933333,NA,NA
"4132","ACBD6",6251.77429175,4044.00398766667,NA,NA
"4133","CORO1B",65856.911135,35703.1588566667,60.27312374,457.7061259
"4134","TXNDC17",14106.4116175,11148.37663,132.2148208725,432.5871684
"4135","CPPED1",2568.0759431,1672.74456796667,NA,NA
"4136","VPS25",12667.5959485,5321.65332066667,NA,NA
"4137","MRPL45",4421.359314,7054.46565766667,NA,92.104803065
"4138","NUDT16L1",2165.6344605,23622.33268,NA,116.235556303333
"4139","REEP2",25717.984375,15981.0491533333,295.363910675,981.947164
"4140","SDF4",1620.52962736667,3166.160726,NA,38.89801979
"4141","PDCD2L",8600.60705575,5710.28759766667,112.4379844675,NA
"4142","PAAF1",4730.2724,5314.96484366667,88.9630279466667,115.86876633
"4143","PYM1",7251.2927245,16745.64323,NA,135.450592055
"4144","CHCHD6",6558.160034,5237.688314,193.071423866667,646.693003333333
"4145","ADPGK",1969.54122925,3370.64949533333,62.41027546,NA
"4146","RIOK1",643.082234566667,1725.32938666667,NA,210.6144867
"4147","LARP6",2318.47683725,1531.23824033333,NA,86.660488115
"4148","UQCC2",2610.457306,1565.205485,NA,39.679792405
"4149","MIEN1",2035.0643005,2259.2933757,NA,NA
"4150","LLPH",378.5325775,940.056945866667,NA,224.46631112
"4151","GINS4",1257.23115026667,1242.4803465,NA,81.71850013
"4152","PELO",4853.926941,10107.44531,NA,119.40963365
"4153","PRXL2A",19810.512695,21459.8867166667,305.3651781175,667.113891633333
"4154","ERP44",14953.174075,39016.6289066667,NA,NA
"4155","ATG101",1833.872192625,1676.37797033333,NA,328.494283066667
"4156","NTPCR",7039.47912575,9994.672524,NA,127.77685925
"4157","TIMM29",4880.11645475,4993.788086,6267.71545425,4713.70100933333
"4158","TACO1",3004.58465575,4630.32454433333,178.407877623333,160.204803476667
"4159","HDHD3",3834.32025125,4700.64811233333,62.4776894266667,NA
"4160","TUBGCP2",4426.60455325,5507.77148433333,NA,88.35705375
"4161","ESYT1",21460.39795,20064.3606766667,NA,159.156291946667
"4162","MARVELD1",11061.96387,5983.21305333333,NA,NA
"4163","SLC25A33",2517.2422485,5014.48901366667,828.1154785,NA
"4164","UBAC1",2087.25436425,496.5957133,NA,NA
"4165","CCM2",4847.746826,2411.22363266667,333.951072675,381.6664734
"4166","RTKN",1386.69759133333,1384.63618966667,377.495613066667,749.469034833333
"4167","C16orf70",6922.8656005,2521.744792,679.054641725,316.118631966667
"4168","CNPY3",1395.942428725,6154.06583666667,NA,126.91080412
"4169","MTG1",406.525451666667,1194.42277006667,NA,NA
"4170","ALG1",2905.3463745,2990.27303066667,NA,255.46420544
"4171","LIMD2",1902.64102185,1622.7857055,NA,119.336818695
"4172","INPP5K",3082.277832,14474.158529,NA,358.481099433333
"4173","PSMG3",719.026596075,1209.60001633333,NA,265.571723933333
"4174","COPS4",25640.2334,20553.2617166667,97.0147730666667,81.18572998
"4175","SYT11",6778.87524425,3275.28474933333,242.50552878,393.966110233333
"4176","DIDO1",8011.5442295,9215.503581,NA,NA
"4177","DCTN5",5119.14709475,4870.54834,NA,NA
"4178","MCMBP",4099.10748275,3904.60896833333,NA,102.55781939
"4179","AARSD1",20081.7763675,13249.0478533333,608.22735595,854.568461166667
"4180","LRFN3",6238.88281225,2767.94311533333,143.149447123333,310.781359346667
"4181","PI4K2A",5213.76055925,4155.93513966667,NA,NA
"4182","TMEM43",17930.4787625,25433.78971,NA,33.2278715766667
"4183","FSD1",29939.7944375,12703.9547526667,NA,NA
"4184","CABLES2",4615.89563,2617.29541,100.205689756667,NA
"4185","TBCD",14263.364015,11348.585611,NA,NA
"4186","TTPAL",3799.34832775,1320.98014333333,NA,NA
"4187","DHRS4",3420.97253425,5799.65315766667,NA,NA
"4188","LMF2",1088.60167443333,1375.61271166667,NA,49.97191143
"4189","NDUFAF3",18191.061035,17132.51237,291.9512929875,314.695699066667
"4190","TMEM70",7008.549927,7167.00830066667,7880.97851575,2040.16918933333
"4191","ISCA1",1277.3202513,2622.46801766667,NA,NA
"4192","TUBB6",1517387,799545.479166667,92.671655645,4748.53865566667
"4193","PAXX",6134.38867175,7072.84944666667,449.507991775,804.9419557
"4194","ABHD14A",655.082580566667,1083.9156699,NA,NA
"4195","HNRNPUL1",797.811849066667,8108.20638,NA,NA
"4196","MSTO1",4841.41381825,6219.5861,NA,52.1172335933333
"4197","PDCD10",8054.76293925,4227.25284833333,NA,NA
"4198","G6PC3",1740.87452725,2050.600016,527.529850025,333.275782266667
"4199","CCDC28B",2294.22827165,NA,NA,NA
"4200","DERL1",10835.309081,15427.16634,185.360496523333,98.7715403066667
"4201","DDX23",588.9551188,6095.782715,NA,86.9826796733333
"4202","APOO",31210.361815,24263.91992,298.353356063333,287.16783905
"4203","ALG12",942.73477945,957.663024833333,NA,NA
"4204","MRI1",4210.29907225,3925.016357,1154.62573753333,405.58488465
"4205","ABHD6",1924.47479275,2447.297933,NA,NA
"4206","SLC25A23",3323.6032715,3037.94466133333,NA,NA
"4207","WDR18",692.891281125,18096.23177,NA,210.1874288
"4208","THUMPD3",2571.97680675,4700.95149733333,NA,NA
"4209","ADI1",720.111175575,2008.377116,NA,109.192471833333
"4210","RNF126",1097.767867775,2362.97422273333,NA,125.275779713333
"4211","MECR",4199.15679925,3946.69222,69.2513809225,85.8824246666667
"4212","EMC6",4514.47155775,7662.430664,NA,313.817148853333
"4213","NTMT1",4268.6291505,4420.02172833333,NA,21.472517965
"4214","KATNB1",7875.3444825,5342.02343766667,455.563692733333,119.6492157
"4215","TUBB2B",126234.3984475,114294.007816667,NA,12921.5233252
"4216","MLST8",1281.743331875,1027.97653206667,NA,NA
"4217","TMEM109",3038.97143575,7701.46289033333,NA,127.620704633333
"4218","PBDC1",7813.44787575,8548.24153666667,172.1105751875,363.185272213333
"4219","PTDSS2",6954.065918,11024.099283,517.59809114,109.315105455
"4220","DUSP23",1288.13458255,2240.852295,NA,2513.58138033333
"4221","TMED9",2343.96038825,4557.63517233333,770.053420925,333.615936266667
"4222","SELENOO",9660.1342775,8141.71435566667,NA,NA
"4223","DPCD",11919.3303215,7667.17952466667,85.4111099133333,200.634179433333
"4224","SPATA5L1",1055.25229893333,1797.94360333333,NA,321.160700466667
"4225","TPPP3",5623.51782225,2809.37662766667,166.67833425,518.59959415
"4226","KATNAL1",17354.3662125,7446.13134766667,91.63229179,105.782007223333
"4227","IFT27",12804.56372,11407.5719433333,NA,NA
