,JR_7961_S11,JR_7961_S12,JR_7961_S13,JR_7961_S14,JR_7961_S15,JR_7961_S16,JR_7961_S17,JR_7961_S18,JR_7961_S19,JR_7961_S20
SNORD21,0,0,0,0,0,3.49829347621042,1.42836234551457,1.63884850246052,1.76189810344592,1.23395870679825
SNORD22,1.68606803017693,3.54604382265072,0.827682550115952,1.31718525461778,0.887183455353248,120.103823395339,65.4291861597069,34.0939511222901,51.3561762711146,38.418234583437
SNORD26,0.996052543349037,0,0.261773317754174,0.330465672460687,0.657561398455741,2.70932188260554,2.18494767329407,2.52160102906355,1.91216677221521,1.14245260747382
SNORD27,0.489532153061287,0.200195017555478,0,0.13082712130507,0.755960059825508,14.494258948907,6.42022337598166,7.26369842295616,7.11438077605417,4.42647830428074
SNORD28,0.501242600452006,0.285473982444696,0,0,0.893001678635152,1.95056762307361,0.977822828173858,0.820065605955418,0.766723126398521,1.01799641071009
SNORD33,0.188662704261777,0.275219294237128,0,0,0.295410618014363,2.52046429718061,0.797188318116145,1.5577752626172,0.852933904378307,0.889478927789874
SNORD36A,0,0,0,0,0,2.62447033501564,1.03995324851542,0.69043924352501,1.01448200587604,0.632116368364597
SNORD3A,202.874760130641,213.717106234265,85.657549268168,91.5700444612235,136.766337326537,1255.33723011033,1026.4869393719,973.129981296975,991.040285718985,940.324494766457
SNORD3B-1,3.33564501994766,2.08424513846548,2.12922661600029,3.69879939120564,2.38856134620001,24.4596762725255,16.1906565309579,17.6392120555174,15.425268143043,13.7306854892465
SNORD3B-2,0.249244067990136,1.09307087630448,0.323344142371297,0.0706432190527681,0.726829543370089,2.6871707951737,2.36142918189375,3.75207064647409,1.3488233370771,1.44278951646202
SNORD3C,18.4447667755635,11.1265141743006,3.72296685720641,5.89391859434718,9.35617447069092,134.365558901454,94.5999421954225,85.9726269473459,95.6261421344727,66.6952162581006
SNORD3D,121.245132690016,207.126055286543,41.4185713480152,46.5146080880437,66.5099206325594,769.980432714561,557.810915904586,614.225095608125,609.514570990452,685.288577072888
SNORD45A,0.438243298852222,0,0,0.185830000178688,0.440135072251219,8.74665137235604,3.89555846623141,2.53869108612049,2.68861284654859,3.93955900399393
SNORD46,0.539957059743346,0.661579104707818,0.0565928604213493,0.314485619122511,0.25787221342039,10.9617532991273,6.79026394622294,4.98914027755119,5.16534712013887,5.17929551641071
SNORD62A,0.921388859313528,0.784561826146582,0.226506576326824,0.126508208204282,0.341304434861035,14.7134957618259,7.01213496773609,4.05686230129926,2.78843709076878,1.64948303202963
SNORD67,0.11107817393458,0,0,0.0534631776214868,0,4.51637323306983,1.48726699972957,1.57295817302677,0.941047683573322,0.891618397944861
SNORD70B,0.354407083772907,0.0750529845206239,0,0,0.225676560744356,3.79329746818234,1.60942475771694,1.06509798270447,0.561968185986398,1.02970255695057
SNORD71,0.216169214058563,0.386254188971851,0.178421352699488,0.605907255454666,0.609748855237931,4.97407375696846,2.56766054177403,2.04958254084535,2.17597929124126,1.77836157470681
SNORD8,1.88536691947343,1.12726663812007,0.650691335198489,0.803213000342624,1.09876478464853,22.5974724544853,11.406553424018,11.2876064139581,11.8529383700232,11.9766340263368
SNORD83A,0.171039100946184,0.0814973516695055,0,0.103307354234729,0.279543202555243,5.4619148795634,2.17481199832648,1.87730148362876,1.76156964033263,1.06299600527334
SNORD84,0,0,0,0,0.0816995220991856,2.63315804593114,1.50439003611842,0.844190263122637,1.14291704453213,0.872988519031168
SNORD87,0,0,0,0.164885335707091,0,1.63756476531185,0.621774361164338,1.51296657069324,0.586858094299683,1.06756792335248
SNORD89,1.76951377736887,1.46870341781061,0.472982446687006,0.206861342582594,1.33577606950634,9.0919041010209,4.81682915657416,4.31189139160802,5.5858246420127,6.10694546455465
SNORD9,0.377969941820342,0.165394776176954,0.0565928604213493,0.157242809561255,0.128936106710195,13.866617923396,6.15367670126454,4.12737968415598,3.78227603332573,4.13095618296851
SNORD90,0.334691714993633,0,0.115955631157996,0.268484827296541,0.46232012593662,9.75005699370237,3.91610139095246,2.4626863459563,1.77576035247789,2.56026109734376
SNORD91B,1.44247013305046,1.11547612773433,0.201580253907578,0.46813419110349,1.41831036541146,8.11231352406937,4.50829217272922,4.4150884881059,3.04968443023313,4.85079916866727
SNORD94,0.783324670724327,1.03085740458493,0.488390946097217,0.381130001034529,0.997598669605296,32.0661838850988,17.4797582086297,15.7363879000134,15.8048915028632,17.1090198441493
SNORD97,14.979060258027,14.43329842366,4.42150622491795,4.58760064975805,11.7127539584891,276.171492177393,119.709803621697,113.913031388758,141.930795338351,224.229464715071
