,JR_7961_S1,JR_7961_S2,JR_7961_S3,JR_7961_S4,JR_7961_S5,JR_7961_S6,JR_7961_S7,JR_7961_S8,JR_7961_S9,JR_7961_S10
SNORD17,41.4869236374437,76.1579341075358,188.231571988052,103.429594736165,113.59351364813,152.243275785076,221.62423741774,240.458206730211,184.635825690555,142.001106618254
SNORD21,0,0,0,0,0,3.35853455189381,2.04979256639404,0.997130287311392,1.19072720043105,2.17948338723958
SNORD22,2.84746270357013,4.67979162668415,10.3106000495149,6.83874956920485,7.64301532026274,43.0302276796251,68.905619650739,60.2567561810558,65.6408731170687,36.4172489967316
SNORD26,0,0,0,0.287629392999827,0.253908812530042,2.68174028558589,1.47649162161626,0.733068984250214,1.41206584292108,4.88933935614141
SNORD27,0.214698785272942,0.541868057341482,0,0.65390019717475,1.37084718146561,8.97986686722849,6.57749599174324,2.26528253738065,7.9676338600184,10.7684857685195
SNORD33,0.292586943525266,0.173841561524923,0.167802200070265,0.337942286129093,0.345144753672859,1.74555005222152,1.57837210851816,0.721210436125254,0.987838420507592,1.84281980753272
SNORD3A,258.555026482974,307.373501286987,932.735523466862,767.905836863237,403.526809230306,1032.77620228535,890.213410412815,945.730487461757,840.744164304852,998.108217577935
SNORD3B-1,2.021175264948,2.89696675313206,5.28351396770544,8.95146787455836,3.37487626890935,15.4098746476365,14.9911928619856,10.912051450094,12.3634718489619,18.579140281854
SNORD3B-2,0.363261692054446,0,2.7480811540218,0.225132633608994,1.31992922125951,2.20780863721479,1.642735253915,1.59869463805194,1.85124761454059,2.48918844170876
SNORD3C,11.0119992814662,14.4845142262054,67.9774356966398,55.2845729884101,31.4570799153879,96.853095075758,65.9867413779708,59.1443476664272,63.2069526608166,92.2378739752886
SNORD3D,248.159242363801,390.384017569968,971.219625229181,744.158461993742,391.851469018023,541.210334835012,570.715890556482,724.510490447184,467.007874831626,474.811584723645
SNORD45A,0,0.313267877208437,0,0,0.857586225164391,7.37820826420485,3.31134683613529,1.14730199712994,4.75495289466017,3.93968636414591
SNORD46,0.465190521703902,0.436863341278114,0.508915296276969,0.816226678598667,0.717912140040794,10.0657226948269,6.89399115637896,3.43304220636097,6.85416318543556,6.32390974174263
SNORD62A,0.32288706135922,0.278588214710617,0.360595358452706,0.170874040636248,0.247982220897233,5.85694677791071,7.1080289469955,2.51638464988038,9.18947138296191,6.43403931814416
SNORD67,0.0693397994626534,0,0.550667614300815,0.234848614347598,0.284021496885978,2.10116955223937,2.60077474540176,0.926386403216175,3.36455443115172,2.07938628138671
SNORD70B,0.203378462522912,0.178261059001319,0,0.071752848655266,0.277684945768352,1.95637096354236,0.88700622285527,0.784956137112776,1.59168912018289,2.10737280642464
SNORD71,0.355445539338747,0.327125116138178,0.95269481133412,0.300966735686551,0.946357123937541,4.30835595444796,1.3952026248585,1.58292888682017,1.8777169606173,2.59656140284046
SNORD8,1.04990953909905,2.6232101163383,2.98133865166508,2.57230875862994,2.15587038590143,16.2425266477256,9.58571207376406,6.68013452714596,9.71077486255338,13.9880188277217
SNORD83A,0,0.169588536526245,0.109754892506263,0.156027482238948,0.0686169826448525,3.61621132732583,2.35073269771193,1.65948329783586,2.00097632698404,2.44747638571996
SNORD87,0,0.821300021687828,0,0,0,3.07338913839651,1.5922180695969,0,0.976925374768159,2.31025137189256
SNORD89,1.76840253431095,0.983656004188152,2.60429676902379,2.77669991693505,3.30102309334375,6.82889411566497,3.75434805472275,2.7260801864276,4.70520164751721,4.27892902063077
SNORD9,0.265823155259373,0.436863341278114,0.678553728369292,0.0742024253271515,0.502538498028556,6.32269013494154,9.25409623694112,4.08413641791219,6.96561299332882,5.71681440653534
SNORD90,0,0.182328835558376,0.385467330010571,0.0782828714491994,0.0710053742214945,4.55253402985196,4.71768442189157,2.34684555481431,7.27177893184405,3.70232191563975
SNORD91B,0.915881723102291,0.383982099724782,0.96706677576386,0.837510560236085,0.924534013113129,7.50270740209644,5.85705241935478,4.06173905427412,6.26041307199541,7.03818972950434
SNORD94,1.95927562399538,2.13586259470009,5.34626723937959,3.52430945453903,2.5879407902398,24.5342805152776,21.2996134099101,18.8730581997624,20.222442143091,21.4903482590651
SNORD97,19.8270964186691,28.2980595511742,58.7986943689338,49.7191067072669,29.184202268203,128.470841293183,129.382381878106,107.823168706282,117.603191211119,105.597131538129
